locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCMBFCID_01092	CDS	699	flgH_2			Flagellar L-ring protein
OCMBFCID_01093	CDS	1098	flgI_2			Flagellar P-ring protein
OCMBFCID_01094	CDS	942	flgJ_2	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
OCMBFCID_01095	CDS	1644	flgK_2		COG1256	Flagellar hook-associated protein 1
OCMBFCID_01096	CDS	954	flgL_2		COG1344	Flagellar hook-associated protein 3
OCMBFCID_01097	CDS	495				hypothetical protein
OCMBFCID_01098	CDS	294				hypothetical protein
OCMBFCID_01099	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
OCMBFCID_01100	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
OCMBFCID_01101	CDS	624	yceF		COG0424	Maf-like protein YceF
OCMBFCID_01102	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
OCMBFCID_01103	CDS	174	rpmF		COG0333	50S ribosomal protein L32
OCMBFCID_01104	CDS	1041	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
OCMBFCID_01105	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
OCMBFCID_01106	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
OCMBFCID_01107	CDS	735	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OCMBFCID_01108	CDS	237	acpP_1		COG0236	Acyl carrier protein
OCMBFCID_01109	CDS	1242	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
OCMBFCID_01110	CDS	459				hypothetical protein
OCMBFCID_01111	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
OCMBFCID_01112	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
OCMBFCID_01113	CDS	642	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
OCMBFCID_01114	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
OCMBFCID_01115	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
OCMBFCID_01116	CDS	1434	ptsG_1		COG1263	PTS system glucose-specific EIICB component
OCMBFCID_01117	CDS	2190	fhuE		COG4773	FhuE receptor
OCMBFCID_01118	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
OCMBFCID_01119	CDS	378				hypothetical protein
OCMBFCID_01120	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
OCMBFCID_01121	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
OCMBFCID_01122	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
OCMBFCID_01123	CDS	543				hypothetical protein
OCMBFCID_01124	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
OCMBFCID_01125	CDS	540				hypothetical protein
OCMBFCID_01126	CDS	696	comR			HTH-type transcriptional repressor ComR
OCMBFCID_01127	CDS	258	bhsA_3			Multiple stress resistance protein BhsA
OCMBFCID_01128	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
OCMBFCID_01129	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
OCMBFCID_01130	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
OCMBFCID_01131	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
OCMBFCID_01132	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OCMBFCID_01133	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
OCMBFCID_01134	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
OCMBFCID_01135	CDS	822	cobB	3.5.1.-	COG0846	NAD-dependent protein deacylase
OCMBFCID_01136	CDS	786	ycfZ			Inner membrane protein YcfZ
OCMBFCID_01137	CDS	462	ymfA			Inner membrane protein YmfA
OCMBFCID_01138	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
OCMBFCID_01139	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
OCMBFCID_01140	CDS	1119				hypothetical protein
OCMBFCID_01141	CDS	270				hypothetical protein
OCMBFCID_01142	CDS	2457	recE_1	3.1.11.-		Exodeoxyribonuclease 8
OCMBFCID_01143	CDS	204				hypothetical protein
OCMBFCID_01144	CDS	189				hypothetical protein
OCMBFCID_01145	CDS	855				hypothetical protein
OCMBFCID_01146	CDS	375				hypothetical protein
OCMBFCID_01147	CDS	153				hypothetical protein
OCMBFCID_01148	CDS	408				hypothetical protein
OCMBFCID_01149	CDS	228				hypothetical protein
OCMBFCID_01150	CDS	552				hypothetical protein
OCMBFCID_01151	CDS	1041	dnaT_1			Primosomal protein 1
OCMBFCID_01152	CDS	423				hypothetical protein
OCMBFCID_01153	CDS	771				hypothetical protein
OCMBFCID_01154	CDS	393				hypothetical protein
OCMBFCID_01155	CDS	297				hypothetical protein
OCMBFCID_01156	CDS	462				hypothetical protein
OCMBFCID_01157	CDS	357				hypothetical protein
OCMBFCID_01158	CDS	408				hypothetical protein
OCMBFCID_01159	CDS	366				hypothetical protein
OCMBFCID_01160	CDS	987				hypothetical protein
OCMBFCID_01161	CDS	180				hypothetical protein
OCMBFCID_01162	CDS	156	hokC_1			Toxic protein HokC
OCMBFCID_01163	CDS	252				hypothetical protein
OCMBFCID_01164	CDS	279				hypothetical protein
OCMBFCID_01165	CDS	1059				hypothetical protein
OCMBFCID_01166	CDS	369	rusA_3	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OCMBFCID_01167	CDS	690				hypothetical protein
OCMBFCID_01168	CDS	321				hypothetical protein
OCMBFCID_01169	CDS	336	iraM			Anti-adapter protein IraM
OCMBFCID_01170	CDS	189				hypothetical protein
OCMBFCID_01171	CDS	162				hypothetical protein
OCMBFCID_01172	CDS	216				hypothetical protein
OCMBFCID_01173	CDS	891	ydfR_1			putative protein YdfR
OCMBFCID_01174	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
OCMBFCID_01175	CDS	147				hypothetical protein
OCMBFCID_01176	CDS	132				hypothetical protein
OCMBFCID_01177	CDS	474				hypothetical protein
OCMBFCID_01178	CDS	327	tonB_1		COG0810	Protein TonB
OCMBFCID_01179	CDS	354				hypothetical protein
OCMBFCID_01180	CDS	510				hypothetical protein
OCMBFCID_01181	CDS	1929				hypothetical protein
OCMBFCID_01182	CDS	207				hypothetical protein
OCMBFCID_01183	CDS	1593				hypothetical protein
OCMBFCID_01184	CDS	1449	sppA_2	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
OCMBFCID_01185	CDS	348				hypothetical protein
OCMBFCID_01186	CDS	1029				hypothetical protein
OCMBFCID_01187	CDS	375				hypothetical protein
OCMBFCID_01188	CDS	354				hypothetical protein
OCMBFCID_01189	CDS	534				hypothetical protein
OCMBFCID_01190	CDS	396				hypothetical protein
OCMBFCID_01191	CDS	750				hypothetical protein
OCMBFCID_01192	CDS	432				hypothetical protein
OCMBFCID_01193	CDS	414				hypothetical protein
OCMBFCID_01194	CDS	2562				hypothetical protein
OCMBFCID_01195	CDS	330				hypothetical protein
OCMBFCID_01196	CDS	699				hypothetical protein
OCMBFCID_01197	CDS	744				hypothetical protein
OCMBFCID_01198	CDS	582				hypothetical protein
OCMBFCID_01199	CDS	3693				hypothetical protein
OCMBFCID_01200	CDS	600	ompX_2		COG3637	Outer membrane protein X
OCMBFCID_01201	CDS	3027				hypothetical protein
OCMBFCID_01202	CDS	585	tfaE_2			Prophage tail fiber assembly protein TfaE
OCMBFCID_01203	CDS	657				hypothetical protein
OCMBFCID_01204	CDS	267				hypothetical protein
OCMBFCID_01205	CDS	864	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
OCMBFCID_01206	CDS	1137	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
OCMBFCID_01207	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
OCMBFCID_01208	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
OCMBFCID_01209	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
OCMBFCID_01210	CDS	672	phoP			Transcriptional regulatory protein PhoP
OCMBFCID_01211	CDS	102				hypothetical protein
OCMBFCID_01212	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
OCMBFCID_01213	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
OCMBFCID_01214	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
OCMBFCID_01215	CDS	462	nudJ	3.6.1.-		Phosphatase NudJ
OCMBFCID_01216	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
OCMBFCID_01217	CDS	1251	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
OCMBFCID_01218	CDS	1143				hypothetical protein
OCMBFCID_01219	CDS	237				hypothetical protein
OCMBFCID_01220	CDS	240				hypothetical protein
OCMBFCID_01221	CDS	219				hypothetical protein
OCMBFCID_01222	CDS	282				hypothetical protein
OCMBFCID_01223	CDS	192				hypothetical protein
OCMBFCID_01224	CDS	183				hypothetical protein
OCMBFCID_01225	CDS	681				hypothetical protein
OCMBFCID_01226	CDS	786				hypothetical protein
OCMBFCID_01227	CDS	297				hypothetical protein
OCMBFCID_01228	CDS	144				hypothetical protein
OCMBFCID_01229	CDS	165				hypothetical protein
OCMBFCID_01230	CDS	369				hypothetical protein
OCMBFCID_01231	CDS	582				hypothetical protein
OCMBFCID_01232	CDS	309				hypothetical protein
OCMBFCID_01233	CDS	900				hypothetical protein
OCMBFCID_01234	CDS	708	lexA_2	3.4.21.88		LexA repressor
OCMBFCID_01235	CDS	228				hypothetical protein
OCMBFCID_01236	CDS	300				hypothetical protein
OCMBFCID_01237	CDS	900				hypothetical protein
OCMBFCID_01238	CDS	702				hypothetical protein
OCMBFCID_01239	CDS	291				hypothetical protein
OCMBFCID_01240	CDS	441				hypothetical protein
OCMBFCID_01241	CDS	528				hypothetical protein
OCMBFCID_01242	CDS	342				hypothetical protein
OCMBFCID_01243	CDS	363	rusA_4	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OCMBFCID_01244	CDS	138	ylcG			putative protein YlcG
OCMBFCID_01245	CDS	378				hypothetical protein
OCMBFCID_01246	CDS	525	blc_1		COG3040	Outer membrane lipoprotein Blc
OCMBFCID_01247	CDS	960				hypothetical protein
OCMBFCID_01248	CDS	732	gadW_1			HTH-type transcriptional regulator GadW
OCMBFCID_01249	CDS	216				hypothetical protein
OCMBFCID_01250	CDS	498	rrrD_3	3.2.1.17	COG3772	Lysozyme RrrD
OCMBFCID_01251	CDS	462				hypothetical protein
OCMBFCID_01252	CDS	294				hypothetical protein
OCMBFCID_01253	CDS	546				hypothetical protein
OCMBFCID_01254	CDS	1926				hypothetical protein
OCMBFCID_01255	CDS	207				hypothetical protein
OCMBFCID_01256	CDS	1602				hypothetical protein
OCMBFCID_01257	CDS	1332	sppA_3	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
OCMBFCID_01258	CDS	333				hypothetical protein
OCMBFCID_01259	CDS	1026				hypothetical protein
OCMBFCID_01260	CDS	396				hypothetical protein
OCMBFCID_01261	CDS	354				hypothetical protein
OCMBFCID_01262	CDS	579				hypothetical protein
OCMBFCID_01263	CDS	396				hypothetical protein
OCMBFCID_01264	CDS	741				hypothetical protein
OCMBFCID_01265	CDS	423				hypothetical protein
OCMBFCID_01266	CDS	435				hypothetical protein
OCMBFCID_01267	CDS	2580				hypothetical protein
OCMBFCID_01268	CDS	330				hypothetical protein
OCMBFCID_01269	CDS	699				hypothetical protein
OCMBFCID_01270	CDS	600				hypothetical protein
OCMBFCID_01271	CDS	573				hypothetical protein
OCMBFCID_01272	CDS	3483				hypothetical protein
OCMBFCID_01273	CDS	2022				hypothetical protein
OCMBFCID_01274	CDS	279				hypothetical protein
OCMBFCID_01275	CDS	294				hypothetical protein
OCMBFCID_01276	CDS	858	mntB_1			Manganese transport system membrane protein MntB
OCMBFCID_01277	CDS	858	mntB_2			Manganese transport system membrane protein MntB
OCMBFCID_01278	CDS	828			COG1120	putative ABC transporter ATP-binding protein
OCMBFCID_01279	CDS	915	hpf_1			Putative metal ABC transporter substrate-binding protein Hpf
OCMBFCID_01280	CDS	981				hypothetical protein
OCMBFCID_01281	CDS	387				hypothetical protein
OCMBFCID_01282	CDS	156				hypothetical protein
OCMBFCID_01283	CDS	153	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
OCMBFCID_01284	CDS	405	ydfO_1		COG5562	putative protein YdfO
OCMBFCID_01285	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
OCMBFCID_01286	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
OCMBFCID_01287	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
OCMBFCID_01288	CDS	267	ariR			putative two-component-system connector protein AriR
OCMBFCID_01289	CDS	249	ymgC			putative protein YmgC
OCMBFCID_01290	CDS	1014	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
OCMBFCID_01291	CDS	219	ymgF			Inner membrane protein YmgF
OCMBFCID_01292	CDS	984				hypothetical protein
OCMBFCID_01293	CDS	1449	icsA_1		COG3468	Outer membrane protein IcsA autotransporter
OCMBFCID_01294	CDS	330	ymgD			putative protein YmgD
OCMBFCID_01295	CDS	285				hypothetical protein
OCMBFCID_01296	CDS	327				putative autotransporter
OCMBFCID_01297	CDS	267	minE		COG0851	Cell division topological specificity factor
OCMBFCID_01298	CDS	813	minD		COG2894	Septum site-determining protein MinD
OCMBFCID_01299	CDS	696	minC		COG0850	Septum site-determining protein MinC
OCMBFCID_01300	CDS	369				hypothetical protein
OCMBFCID_01301	CDS	402	pliG			Inhibitor of g-type lysozyme
OCMBFCID_01302	CDS	294	ycgL		COG3100	Protein YcgL
OCMBFCID_01303	CDS	660	ycgM		COG0179	putative protein YcgM
OCMBFCID_01304	CDS	447				hypothetical protein
OCMBFCID_01305	CDS	912	hlyE			Hemolysin E, chromosomal
OCMBFCID_01306	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
OCMBFCID_01307	CDS	1269	umuC_1		COG0389	Protein UmuC
OCMBFCID_01308	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
OCMBFCID_01309	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
OCMBFCID_01310	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
OCMBFCID_01311	CDS	1533				hypothetical protein
OCMBFCID_01312	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
OCMBFCID_01313	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
OCMBFCID_01314	CDS	1437	slrP_1	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
OCMBFCID_01315	CDS	153				hypothetical protein
OCMBFCID_01316	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
OCMBFCID_01317	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
OCMBFCID_01318	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
OCMBFCID_01319	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
OCMBFCID_01320	CDS	255				hypothetical protein
OCMBFCID_01321	CDS	1971	cirA_1		COG4771	Colicin I receptor
OCMBFCID_01322	CDS	855	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
OCMBFCID_01323	CDS	813	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
OCMBFCID_01324	CDS	759			COG1120	putative ABC transporter ATP-binding protein
OCMBFCID_01325	CDS	981			COG0609	putative ABC transporter permease protein
OCMBFCID_01326	CDS	1023				hypothetical protein
OCMBFCID_01327	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
OCMBFCID_01328	CDS	1419	dhaM	3.5.1.-	COG1080	Protein-lysine deacetylase
OCMBFCID_01329	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
OCMBFCID_01330	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
OCMBFCID_01331	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
OCMBFCID_01332	CDS	2868				putative autotransporter
OCMBFCID_01333	CDS	255				hypothetical protein
OCMBFCID_01334	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
OCMBFCID_01335	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
OCMBFCID_01336	CDS	279				hypothetical protein
OCMBFCID_01337	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
OCMBFCID_01338	CDS	1014	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
OCMBFCID_01339	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OCMBFCID_01340	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
OCMBFCID_01341	CDS	1326	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
OCMBFCID_01342	CDS	1083	prfA_2		COG0216	Peptide chain release factor RF1
OCMBFCID_01343	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
OCMBFCID_01344	CDS	393	ychQ		COG3094	Protein YchQ
OCMBFCID_01345	CDS	810				hypothetical protein
OCMBFCID_01346	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
OCMBFCID_01347	CDS	108	ldrA_1			Small toxic polypeptide LdrA
OCMBFCID_01348	CDS	108	ldrA_2			Small toxic polypeptide LdrA
OCMBFCID_01349	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
OCMBFCID_01350	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
OCMBFCID_01351	CDS	717	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
OCMBFCID_01352	CDS	354	ychN		COG1553	Protein YchN
OCMBFCID_01353	CDS	1431				Invasin
OCMBFCID_01354	CDS	651	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
OCMBFCID_01355	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
OCMBFCID_01356	CDS	219				hypothetical protein
OCMBFCID_01357	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
OCMBFCID_01358	CDS	3744	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
OCMBFCID_01359	CDS	1539	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
OCMBFCID_01360	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
OCMBFCID_01361	CDS	678	narI	1.7.99.4	COG2181	Respiratory nitrate reductase 1 gamma chain
OCMBFCID_01362	CDS	180				hypothetical protein
OCMBFCID_01363	tRNA	85				tRNA-Tyr(gta)
OCMBFCID_01364	tRNA	85				tRNA-Tyr(gta)
OCMBFCID_01365	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
OCMBFCID_01366	CDS	459				hypothetical protein
OCMBFCID_01367	CDS	906			COG1752	putative NTE family protein
OCMBFCID_01368	CDS	1014	rssB		COG0784	Regulator of RpoS
OCMBFCID_01369	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
OCMBFCID_01370	CDS	459				hypothetical protein
OCMBFCID_01371	CDS	414	hns_1		COG2916	DNA-binding protein H-NS
OCMBFCID_01372	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
OCMBFCID_01373	CDS	1329				hypothetical protein
OCMBFCID_01374	CDS	2676	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
OCMBFCID_01375	CDS	648				hypothetical protein
OCMBFCID_01376	CDS	156				hypothetical protein
OCMBFCID_01377	CDS	297				hypothetical protein
OCMBFCID_01378	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
OCMBFCID_01379	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
OCMBFCID_01380	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
OCMBFCID_01381	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
OCMBFCID_01382	CDS	1005	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
OCMBFCID_01383	CDS	330				hypothetical protein
OCMBFCID_01384	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
OCMBFCID_01385	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
OCMBFCID_01386	CDS	297	yciI		COG2350	Protein YciI
OCMBFCID_01387	CDS	720	tonB_2		COG0810	Protein TonB
OCMBFCID_01388	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
OCMBFCID_01389	CDS	540	yciB		COG2917	putative intracellular septation protein A
OCMBFCID_01390	CDS	744				hypothetical protein
OCMBFCID_01391	CDS	639	ompW		COG3047	Outer membrane protein W
OCMBFCID_01392	CDS	1131				hypothetical protein
OCMBFCID_01393	CDS	2472	recE_2	3.1.11.-		Exodeoxyribonuclease 8
OCMBFCID_01394	CDS	192				hypothetical protein
OCMBFCID_01395	CDS	189				hypothetical protein
OCMBFCID_01396	CDS	276				hypothetical protein
OCMBFCID_01397	CDS	321				hypothetical protein
OCMBFCID_01398	CDS	234				hypothetical protein
OCMBFCID_01399	CDS	477				hypothetical protein
OCMBFCID_01400	CDS	324				hypothetical protein
OCMBFCID_01401	CDS	426				hypothetical protein
OCMBFCID_01402	CDS	933				hypothetical protein
OCMBFCID_01403	CDS	747	dnaC_1		COG1484	DNA replication protein DnaC
OCMBFCID_01404	CDS	771				hypothetical protein
OCMBFCID_01405	CDS	426				hypothetical protein
OCMBFCID_01406	CDS	666	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
OCMBFCID_01407	CDS	213	hokC_2			Toxic protein HokC
OCMBFCID_01408	CDS	1056				hypothetical protein
OCMBFCID_01409	CDS	366	rusA_5	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OCMBFCID_01410	CDS	690				hypothetical protein
OCMBFCID_01411	CDS	198				hypothetical protein
OCMBFCID_01412	CDS	1050	dpnA	2.1.1.72		Modification methylase DpnIIB
OCMBFCID_01413	tRNA	76				tRNA-Met(cat)
OCMBFCID_01414	tRNA	77				tRNA-Arg(tcg)
OCMBFCID_01415	tRNA	77				tRNA-Arg(tct)
OCMBFCID_01416	CDS	1854	nanS_1	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
OCMBFCID_01417	CDS	216				hypothetical protein
OCMBFCID_01418	CDS	345	ydfR_2			putative protein YdfR
OCMBFCID_01419	CDS	273				hypothetical protein
OCMBFCID_01420	CDS	534	rrrD_4	3.2.1.17	COG3772	Lysozyme RrrD
OCMBFCID_01421	CDS	468				hypothetical protein
OCMBFCID_01422	CDS	90				hypothetical protein
OCMBFCID_01423	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
OCMBFCID_01424	CDS	549				hypothetical protein
OCMBFCID_01425	CDS	1929				hypothetical protein
OCMBFCID_01426	CDS	207				hypothetical protein
OCMBFCID_01427	CDS	1593				hypothetical protein
OCMBFCID_01428	CDS	1506	sppA_4	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
OCMBFCID_01429	CDS	348				hypothetical protein
OCMBFCID_01430	CDS	1029				hypothetical protein
OCMBFCID_01431	CDS	384				hypothetical protein
OCMBFCID_01432	CDS	354				hypothetical protein
OCMBFCID_01433	CDS	576				hypothetical protein
OCMBFCID_01434	CDS	396				hypothetical protein
OCMBFCID_01435	CDS	747				hypothetical protein
OCMBFCID_01436	CDS	432				hypothetical protein
OCMBFCID_01437	CDS	414				hypothetical protein
OCMBFCID_01438	CDS	2574				hypothetical protein
OCMBFCID_01439	CDS	330				hypothetical protein
OCMBFCID_01440	CDS	699				hypothetical protein
OCMBFCID_01441	CDS	744	mec_2	3.13.1.6	COG1310	CysO-cysteine peptidase
OCMBFCID_01442	CDS	582				hypothetical protein
OCMBFCID_01443	CDS	3474				hypothetical protein
OCMBFCID_01444	CDS	600	ompX_3		COG3637	Outer membrane protein X
OCMBFCID_01445	CDS	3027				hypothetical protein
OCMBFCID_01446	CDS	585	tfaE_3			Prophage tail fiber assembly protein TfaE
OCMBFCID_01447	CDS	657				hypothetical protein
OCMBFCID_01448	CDS	270				hypothetical protein
OCMBFCID_01449	CDS	171				hypothetical protein
OCMBFCID_01450	CDS	558				hypothetical protein
OCMBFCID_01451	CDS	507	yciE		COG3685	Protein YciE
OCMBFCID_01452	CDS	501	yciF		COG3685	Protein YciF
OCMBFCID_01453	CDS	180				hypothetical protein
OCMBFCID_01454	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
OCMBFCID_01455	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
OCMBFCID_01456	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
OCMBFCID_01457	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
OCMBFCID_01458	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
OCMBFCID_01459	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
OCMBFCID_01460	CDS	621	yciO		COG0009	putative protein YciO
OCMBFCID_01461	CDS	1896				hypothetical protein
OCMBFCID_01462	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
OCMBFCID_01463	CDS	591	btuR_2	2.5.1.17	COG2109	Cob(I)yrinic acid a,c-diamide adenosyltransferase
OCMBFCID_01464	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
OCMBFCID_01465	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
OCMBFCID_01466	CDS	252	yciN			Protein YciN
OCMBFCID_01467	CDS	2598	topA_1	5.99.1.2	COG0550	DNA topoisomerase 1
OCMBFCID_01468	CDS	975	cysB_1			HTH-type transcriptional regulator CysB
OCMBFCID_01469	CDS	129	ymiA			putative protein YmiA
OCMBFCID_01470	CDS	168				hypothetical protein
OCMBFCID_01471	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
OCMBFCID_01472	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
OCMBFCID_01473	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
OCMBFCID_01474	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
OCMBFCID_01475	CDS	1170	lapB_1		COG2956	Lipopolysaccharide assembly protein B
OCMBFCID_01476	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
OCMBFCID_01477	CDS	327	yciH		COG0023	putative protein YciH
OCMBFCID_01478	CDS	219	osmB			Osmotically-inducible lipoprotein B
OCMBFCID_01479	CDS	750	srlR_1		COG1349	Glucitol operon repressor
OCMBFCID_01480	CDS	174				hypothetical protein
OCMBFCID_01481	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
OCMBFCID_01482	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
OCMBFCID_01483	CDS	1128				hypothetical protein
