ID or #		Start	End	Type	Contig
BMIABBIL_00893		940959	943403	complete	contig_1:968640-971084
BMIABBIL_00894		943414	944031	complete	contig_1:971095-971712
BMIABBIL_00895		944033	944896	complete	contig_1:971714-972577
BMIABBIL_00896		944931	945557	complete	contig_1:972612-973238
BMIABBIL_00897		945871	947019	complete	contig_1:973552-974700
BMIABBIL_00898		947229	948659	complete	contig_1:974910-976340
BMIABBIL_00901		950340	951080	complete	contig_1:976670-977410
BMIABBIL_00902		951272	953554	complete	contig_1:977602-979884
BMIABBIL_00903		953609	954466	complete	contig_1:979939-980796
BMIABBIL_00904		954872	956632	complete	contig_1:981202-982962
BMIABBIL_00905		956762	957454	complete	contig_1:983092-983784
BMIABBIL_00906		957653	958741	complete	contig_1:983983-985071
BMIABBIL_00907		958812	960095	complete	contig_1:985142-986425
BMIABBIL_00908		960264	961028	complete	contig_1:986594-987358
BMIABBIL_00909		961201	961884	complete	contig_1:987531-988214
BMIABBIL_00910		961995	963668	complete	contig_1:988325-989998
BMIABBIL_00911		963828	964112	complete	contig_1:990158-990442
BMIABBIL_00912		964320	966584	complete	contig_1:990650-992914
BMIABBIL_00913		966621	968369	complete	contig_1:992951-994699
BMIABBIL_00914		968366	969352	complete	contig_1:994696-995682
BMIABBIL_00915		969389	970621	complete	contig_1:995719-996951
BMIABBIL_00916		970673	970855	complete	contig_1:997003-997185
BMIABBIL_00917		970852	971598	complete	contig_1:997182-997928
BMIABBIL_00918		971752	972645	complete	contig_1:998082-998975
BMIABBIL_00919		972622	973401	complete	contig_1:998952-999731
BMIABBIL_00920		973537	974322	complete	contig_1:999867-1000652
BMIABBIL_00921		974319	975641	complete	contig_1:1000649-1001971
BMIABBIL_00922		975622	976326	complete	contig_1:1001952-1002656
BMIABBIL_00923		976326	980786	complete	contig_1:1002656-1007116
BMIABBIL_00924		981047	982894	complete	contig_1:1007377-1009224
BMIABBIL_00925		983075	983623	complete	contig_1:1009405-1009953
BMIABBIL_00926		983650	984297	complete	contig_1:1009980-1010627
BMIABBIL_00927		984519	985709	complete	contig_1:1010849-1012039
BMIABBIL_00928		985894	986982	complete	contig_1:1012224-1013312
BMIABBIL_00929		987585	988985	complete	contig_1:1013915-1015315
BMIABBIL_00930		989154	990356	complete	contig_1:1015484-1016686
BMIABBIL_00931		990622	993234	complete	contig_1:1016952-1019564
BMIABBIL_00932		993277	994044	partial	contig_1:1021075-1021802
BMIABBIL_00933		994041	994832	complete	contig_1:1021799-1022590
BMIABBIL_00934		994843	995988	complete	contig_1:1022601-1023746
BMIABBIL_00935		995985	996944	complete	contig_1:1023743-1024702
BMIABBIL_00936		996937	997512	complete	contig_1:1024695-1025270
BMIABBIL_00944		1004768	1005778	complete	contig_1:1025508-1026518
BMIABBIL_00945		1005952	1006494	complete	contig_1:1026692-1027234
BMIABBIL_00946		1006491	1007600	complete	contig_1:1027231-1028340
BMIABBIL_00947		1007844	1009952	complete	contig_1:1028584-1030692
BMIABBIL_00948		1009964	1011871	complete	contig_1:1030704-1032611
BMIABBIL_00949		1012001	1013254	complete	contig_1:1032741-1033994
BMIABBIL_00950		1013259	1014899	complete	contig_1:1033999-1035639
BMIABBIL_00951		1014896	1015459	complete	contig_1:1035636-1036199
BMIABBIL_00952		1015715	1015882	complete	contig_1:1036455-1036622
BMIABBIL_00953		1015952	1016578	complete	contig_1:1036692-1037318
BMIABBIL_00954		1016539	1018299	complete	contig_1:1037279-1039039
BMIABBIL_00955		1018485	1018937	complete	contig_1:1039225-1039677
BMIABBIL_00956		1019013	1020053	complete	contig_1:1039753-1040793
BMIABBIL_00957		1020410	1020919	complete	contig_1:1041150-1041659
BMIABBIL_00958		1021138	1021767	complete	contig_1:1041878-1042507
BMIABBIL_00959		1021730	1023892	complete	contig_1:1042470-1044632
BMIABBIL_00960		1023902	1024348	complete	contig_1:1044642-1045088
BMIABBIL_00961		1024471	1026525	complete	contig_1:1045211-1047265
BMIABBIL_00962		1026557	1027015	complete	contig_1:1047297-1047755
BMIABBIL_00963		1027111	1027773	complete	contig_1:1047851-1048513
BMIABBIL_00964		1027946	1028359	complete	contig_1:1048686-1049099
BMIABBIL_00965		1028404	1028721	complete	contig_1:1049144-1049461
BMIABBIL_00966		1028779	1029954	complete	contig_1:1049519-1050694
BMIABBIL_00967		1030064	1030342	complete	contig_1:1050804-1051082
BMIABBIL_00968		1030339	1030668	complete	contig_1:1051079-1051408
BMIABBIL_00969		1030759	1031418	complete	contig_1:1051499-1052158
BMIABBIL_00970		1031625	1031712	complete	contig_1:1052365-1052452
BMIABBIL_00971		1032139	1033257	complete	contig_1:1052879-1053997
BMIABBIL_00972		1033254	1035047	complete	contig_1:1053994-1055787
BMIABBIL_00973		1035066	1035773	complete	contig_1:1055806-1056513
BMIABBIL_00974		1035770	1036357	complete	contig_1:1056510-1057097
BMIABBIL_00975		1036354	1036752	complete	contig_1:1057094-1057492
BMIABBIL_00976		1036749	1037606	complete	contig_1:1057489-1058346
BMIABBIL_00977		1037740	1039284	complete	contig_1:1058480-1060024
BMIABBIL_00978		1039296	1040432	complete	contig_1:1060036-1061172
BMIABBIL_00979		1040445	1040537	complete	contig_1:1061185-1061277
BMIABBIL_00980		1040617	1041915	partial	contig_1:1061357-1062645
BMIABBIL_00990		1051461	1051673	complete	contig_1:1063152-1063364
BMIABBIL_00991		1052067	1052240	complete	contig_1:1063758-1063931
BMIABBIL_00992		1052289	1053362	complete	contig_1:1063980-1065053
BMIABBIL_00993		1053434	1056133	complete	contig_1:1065125-1067824
BMIABBIL_00994		1056261	1057289	complete	contig_1:1067952-1068980
BMIABBIL_00995		1057262	1057954	complete	contig_1:1068953-1069645
BMIABBIL_00996		1058084	1059256	complete	contig_1:1069775-1070947
BMIABBIL_00997		1059256	1061802	complete	contig_1:1070947-1073493
BMIABBIL_00998		1061799	1062398	complete	contig_1:1073490-1074089
BMIABBIL_00999		1062550	1062855	complete	contig_1:1074241-1074546
BMIABBIL_01000		1062855	1063775	complete	contig_1:1074546-1075466
BMIABBIL_01001		1064036	1065292	complete	contig_1:1075727-1076983
BMIABBIL_01002		1065585	1066826	complete	contig_1:1077276-1078517
BMIABBIL_01003		1066864	1067091	complete	contig_1:1078555-1078782
BMIABBIL_01004		1067112	1067708	complete	contig_1:1078803-1079399
BMIABBIL_01005		1068081	1068254	complete	contig_1:1079772-1079945
BMIABBIL_01006		1068511	1069839	complete	contig_1:1080202-1081530
BMIABBIL_01007		1069860	1070354	complete	contig_1:1081551-1082045
BMIABBIL_01008		1070365	1070955	complete	contig_1:1082056-1082646
BMIABBIL_01009		1070965	1071765	complete	contig_1:1082656-1083456
BMIABBIL_01010		1071773	1072159	complete	contig_1:1083464-1083850
BMIABBIL_01011		1072171	1072866	complete	contig_1:1083862-1084557
BMIABBIL_01012		1072863	1073954	complete	contig_1:1084554-1085645
BMIABBIL_01013		1074242	1074880	complete	contig_1:1085933-1086571
BMIABBIL_01014		1074920	1078882	complete	contig_1:1086611-1090573
BMIABBIL_01015		1078937	1079146	complete	contig_1:1090628-1090837
BMIABBIL_01016		1079305	1080813	partial	contig_1:1090996-1092262
BMIABBIL_01017		1081356	1081466	complete	contig_1:1094950-1095060
BMIABBIL_01018		1081466	1082185	complete	contig_1:1095060-1095779
BMIABBIL_01019		1082243	1083370	complete	contig_1:1095837-1096964
BMIABBIL_01020		1083376	1084647	complete	contig_1:1096970-1098241
BMIABBIL_01021		1084992	1086056	complete	contig_1:1098586-1099650
BMIABBIL_01031		1097565	1097652	complete	contig_1:1101022-1101109
BMIABBIL_01032		1097886	1098824	complete	contig_1:1101343-1102281
BMIABBIL_01033		1098879	1099616	complete	contig_1:1102336-1103073
BMIABBIL_01034		1099640	1100194	complete	contig_1:1103097-1103651
BMIABBIL_01035		1100266	1100787	complete	contig_1:1103723-1104244
BMIABBIL_01036		1100851	1101684	complete	contig_1:1104308-1105141
BMIABBIL_01037		1101711	1102127	complete	contig_1:1105168-1105584
BMIABBIL_01038		1102152	1102541	complete	contig_1:1105609-1105998
BMIABBIL_01039		1102546	1103196	complete	contig_1:1106003-1106653
BMIABBIL_01040		1103951	1104406	complete	contig_1:1107408-1107863
BMIABBIL_01041		1104447	1104902	complete	contig_1:1107904-1108359
BMIABBIL_01042		1104961	1105293	complete	contig_1:1108418-1108750
BMIABBIL_01043		1105414	1105725	complete	contig_1:1108871-1109182
BMIABBIL_01044		1105820	1106353	complete	contig_1:1109277-1109810
BMIABBIL_01045		1106295	1107776	complete	contig_1:1109752-1111233
BMIABBIL_01046		1107784	1108941	complete	contig_1:1111241-1112398
BMIABBIL_01047		1109368	1110870	complete	contig_1:1112825-1114327
BMIABBIL_01048		1110893	1113406	complete	contig_1:1114350-1116863
BMIABBIL_01049		1113579	1113806	complete	contig_1:1117036-1117263
BMIABBIL_01050		1113807	1114181	complete	contig_1:1117264-1117638
BMIABBIL_01051		1114264	1115490	complete	contig_1:1117721-1118947
BMIABBIL_01052		1115662	1116582	complete	contig_1:1119119-1120039
BMIABBIL_01053		1116807	1117859	complete	contig_1:1120264-1121316
BMIABBIL_01054		1117901	1118476	complete	contig_1:1121358-1121933
BMIABBIL_01055		1118480	1119046	complete	contig_1:1121937-1122503
BMIABBIL_01056		1119307	1119420	complete	contig_1:1122764-1122877
BMIABBIL_01057		1119468	1120586	complete	contig_1:1122925-1124043
BMIABBIL_01058		1120701	1120955	complete	contig_1:1124158-1124412
BMIABBIL_01059		1121242	1121487	complete	contig_1:1124699-1124944
BMIABBIL_01060		1121561	1122607	complete	contig_1:1125018-1126064
BMIABBIL_01061		1122713	1123273	complete	contig_1:1126170-1126730
BMIABBIL_01062		1123407	1124054	complete	contig_1:1126864-1127511
BMIABBIL_01063		1124118	1125326	complete	contig_1:1127575-1128783
BMIABBIL_01064		1125562	1126146	complete	contig_1:1129019-1129603
BMIABBIL_01065		1126157	1126804	complete	contig_1:1129614-1130261
BMIABBIL_01066		1126806	1127729	complete	contig_1:1130263-1131186
BMIABBIL_01067		1127839	1129374	complete	contig_1:1131296-1132831
BMIABBIL_01068		1129414	1129830	complete	contig_1:1132871-1133287
BMIABBIL_01069		1129835	1130128	complete	contig_1:1133292-1133585
BMIABBIL_01070		1130204	1130863	complete	contig_1:1133661-1134320
BMIABBIL_01071		1131018	1131434	complete	contig_1:1134475-1134891
BMIABBIL_01072		1131438	1131842	complete	contig_1:1134895-1135299
BMIABBIL_01073		1131854	1132549	complete	contig_1:1135311-1136006
BMIABBIL_01074		1132574	1133782	complete	contig_1:1136031-1137239
BMIABBIL_01075		1133802	1134557	complete	contig_1:1137259-1138014
BMIABBIL_01076		1134729	1135511	complete	contig_1:1138186-1138968
BMIABBIL_01077		1135564	1136262	complete	contig_1:1139021-1139719
BMIABBIL_01078		1136274	1137371	complete	contig_1:1139731-1140828
BMIABBIL_01079		1137371	1138312	complete	contig_1:1140828-1141769
BMIABBIL_01080		1138378	1140021	complete	contig_1:1141835-1143478
BMIABBIL_01081		1140033	1140986	complete	contig_1:1143490-1144443
BMIABBIL_01082		1141182	1144367	complete	contig_1:1145422-1148607
BMIABBIL_01083		1144940	1145899	complete	contig_1:1149180-1150139
BMIABBIL_01084		1146011	1146634	complete	contig_1:1150251-1150874
BMIABBIL_01085		1146794	1147315	complete	contig_1:1151034-1151555
BMIABBIL_01086		1147367	1147540	complete	contig_1:1151607-1151780
BMIABBIL_01087		1147651	1148691	complete	contig_1:1151891-1152931
BMIABBIL_01088		1148759	1149712	complete	contig_1:1152999-1153952
BMIABBIL_01089		1149728	1150657	complete	contig_1:1153968-1154897
BMIABBIL_01090		1150670	1151404	complete	contig_1:1154910-1155644
BMIABBIL_01091		1151615	1151851	complete	contig_1:1155855-1156091
BMIABBIL_01092		1151939	1153180	complete	contig_1:1156179-1157420
BMIABBIL_01093		1153300	1154109	complete	contig_1:1158251-1159060
BMIABBIL_01094		1154112	1155134	complete	contig_1:1159063-1160085
BMIABBIL_01095		1155124	1155765	complete	contig_1:1160075-1160716
BMIABBIL_01096		1155762	1156766	complete	contig_1:1160713-1161717
BMIABBIL_01097		1156777	1157574	complete	contig_1:1161728-1162525
BMIABBIL_01098		1157869	1159302	complete	contig_1:1162820-1164253
BMIABBIL_01099		1159362	1161551	complete	contig_1:1164313-1166502
BMIABBIL_01100		1161885	1162244	complete	contig_1:1166836-1167195
BMIABBIL_01101		1162247	1162624	complete	contig_1:1167198-1167575
BMIABBIL_01102		1162638	1163279	complete	contig_1:1167589-1168230
BMIABBIL_01103		1163260	1164084	complete	contig_1:1168211-1169035
BMIABBIL_01104		1164095	1165120	complete	contig_1:1169046-1170071
BMIABBIL_01105		1165143	1165685	complete	contig_1:1170094-1170636
BMIABBIL_01106		1166085	1167389	complete	contig_1:1171036-1172340
BMIABBIL_01107		1167599	1168138	complete	contig_1:1172550-1173089
BMIABBIL_01108		1168200	1168895	complete	contig_1:1173151-1173846
BMIABBIL_01109		1169073	1169330	complete	contig_1:1174024-1174281
BMIABBIL_01110		1169412	1170371	complete	contig_1:1174363-1175322
BMIABBIL_01111		1170518	1174012	complete	contig_1:1175469-1178963
BMIABBIL_01112		1174092	1175165	complete	contig_1:1179043-1180116
BMIABBIL_01113		1175427	1176626	complete	contig_1:1180378-1181577
BMIABBIL_01114		1176619	1177320	complete	contig_1:1181570-1182271
BMIABBIL_01115		1177326	1178564	complete	contig_1:1182277-1183515
BMIABBIL_01116		1178593	1179504	complete	contig_1:1183544-1184455
BMIABBIL_01117		1179520	1180359	complete	contig_1:1184471-1185310
BMIABBIL_01118		1180479	1181267	complete	contig_1:1185430-1186218
BMIABBIL_01119		1181264	1181725	complete	contig_1:1186215-1186676
BMIABBIL_01120		1181783	1182829	complete	contig_1:1186734-1187780
BMIABBIL_01121		1182826	1183620	complete	contig_1:1187777-1188571
BMIABBIL_01122		1183617	1184474	partial	contig_1:1236952-1237797
BMIABBIL_01123		1184458	1185594	complete	contig_1:1237781-1238917
BMIABBIL_01124		1185844	1187070	complete	contig_1:1239167-1240393
BMIABBIL_01125		1187119	1188240	complete	contig_1:1240442-1241563
BMIABBIL_01126		1188316	1189776	complete	contig_1:1241639-1243099
BMIABBIL_01127		1189776	1190447	complete	contig_1:1243099-1243770
BMIABBIL_01128		1190616	1191986	complete	contig_1:1243939-1245309
BMIABBIL_01129		1191990	1192631	complete	contig_1:1245313-1245954
BMIABBIL_01130		1192667	1193773	complete	contig_1:1245990-1247096
BMIABBIL_01131		1193827	1194288	complete	contig_1:1247150-1247611
BMIABBIL_01132		1194298	1194951	complete	contig_1:1247621-1248274
BMIABBIL_01133		1195123	1196373	complete	contig_1:1248446-1249696
BMIABBIL_01143		1203268	1203825	complete	contig_1:205718-206275
BMIABBIL_01144		1203822	1204160	complete	contig_1:206272-206610
BMIABBIL_01145		1204170	1205537	partial	contig_1:206620-206846,contig_1:217090-218226
BMIABBIL_01146		1205549	1205731	complete	contig_1:218238-218420
BMIABBIL_01147		1205731	1206204	partial	contig_1:218420-218827
BMIABBIL_01148		1206173	1206922	complete	contig_1:231525-232274
BMIABBIL_01149		1206913	1207497	complete	contig_1:232265-232849
BMIABBIL_01150		1207501	1208130	partial	contig_1:232853-233157
BMIABBIL_01156		1211413	1211577	partial	contig_1:1297450-1297608
BMIABBIL_01157		1212703	1213107	complete	contig_1:1298734-1299138
BMIABBIL_01158		1213328	1214059	complete	contig_1:1299359-1300090
BMIABBIL_01159		1214264	1215475	complete	contig_1:1300295-1301506
BMIABBIL_01160		1215789	1216025	complete	contig_1:1301820-1302056
BMIABBIL_01161		1216369	1216635	complete	contig_1:1302400-1302666
BMIABBIL_01162		1216748	1216996	complete	contig_1:1302779-1303027
BMIABBIL_01163		1217328	1218851	complete	contig_1:1303359-1304882
BMIABBIL_01164		1218983	1219201	complete	contig_1:1305014-1305232
BMIABBIL_01165		1219601	1221121	complete	contig_1:1305632-1307152
BMIABBIL_01166		1221206	1222222	complete	contig_1:1307237-1308253
BMIABBIL_01167		1222305	1222634	complete	contig_1:1308336-1308665
BMIABBIL_01168		1222644	1222928	complete	contig_1:1308675-1308959
BMIABBIL_01169		1224279	1224545	complete	contig_1:1310310-1310576
BMIABBIL_01170		1224549	1225361	complete	contig_1:1310580-1311392
BMIABBIL_01171		1225385	1226080	complete	contig_1:1311416-1312111
BMIABBIL_01172		1226600	1226968	complete	contig_1:1312631-1312999
BMIABBIL_01173		1227071	1227472	complete	contig_1:1313102-1313503
BMIABBIL_01174		1227714	1228007	complete	contig_1:1313745-1314038
BMIABBIL_01175		1228079	1228738	complete	contig_1:1314110-1314769
BMIABBIL_01176		1228830	1229276	complete	contig_1:1314861-1315307
BMIABBIL_01177		1229483	1230394	complete	contig_1:1315514-1316425
BMIABBIL_01178		1230767	1231186	complete	contig_1:1316798-1317217
BMIABBIL_01179		1231186	1232454	complete	contig_1:1317217-1318485
BMIABBIL_01180		1232500	1233030	complete	contig_1:1318531-1319061
BMIABBIL_01181		1233176	1234717	complete	contig_1:1319207-1320748
BMIABBIL_01182		1234938	1235657	complete	contig_1:1320969-1321688
BMIABBIL_01183		1235709	1237241	complete	contig_1:1321740-1323272
BMIABBIL_01184		1237571	1238869	complete	contig_1:1323602-1324900
BMIABBIL_01185		1238879	1239949	complete	contig_1:1324910-1325980
BMIABBIL_01186		1240335	1242071	complete	contig_1:1328247-1329983
BMIABBIL_01187		1242166	1243080	complete	contig_1:1330078-1330992
BMIABBIL_01188		1243180	1243791	complete	contig_1:1331092-1331703
BMIABBIL_01189		1243793	1244527	complete	contig_1:1331705-1332439
BMIABBIL_01190		1244728	1244982	complete	contig_1:1332640-1332894
BMIABBIL_01192		1245679	1247376	partial	contig_1:1339756-1341395
BMIABBIL_01193		1247696	1249114	complete	contig_1:1341715-1343133
BMIABBIL_01194		1249125	1249757	complete	contig_1:1343144-1343776
BMIABBIL_01195		1249768	1250838	complete	contig_1:1343787-1344857
BMIABBIL_01196		1251066	1252985	complete	contig_1:1345085-1347004
BMIABBIL_01197		1253085	1255952	complete	contig_1:1347104-1349971
BMIABBIL_01198		1256297	1256476	complete	contig_1:1350316-1350495
BMIABBIL_01199		1256721	1257812	complete	contig_1:1350740-1351831
BMIABBIL_01200		1257929	1258513	complete	contig_1:1351948-1352532
BMIABBIL_01201		1258791	1259069	complete	contig_1:1352810-1353088
BMIABBIL_01202		1259124	1260776	complete	contig_1:1353143-1354795
BMIABBIL_01203		1260928	1261941	complete	contig_1:1354947-1355960
BMIABBIL_01204		1262026	1262877	complete	contig_1:1356045-1356896
BMIABBIL_01205		1262877	1263500	complete	contig_1:1356896-1357519
BMIABBIL_01206		1263714	1264970	complete	contig_1:1357733-1358989
BMIABBIL_01207		1265012	1266094	complete	contig_1:1359031-1360113
BMIABBIL_01208		1266094	1266927	complete	contig_1:1360113-1360946
BMIABBIL_01209		1266924	1267316	complete	contig_1:1360943-1361335
BMIABBIL_01210		1267320	1268129	complete	contig_1:1361339-1362148
BMIABBIL_01211		1268165	1269019	complete	contig_1:1362184-1363038
BMIABBIL_01212		1269168	1269275	complete	contig_1:1363187-1363294
BMIABBIL_01213		1269703	1269810	complete	contig_1:1363722-1363829
BMIABBIL_01215		1270749	1271849	complete	contig_1:1364308-1365408
BMIABBIL_01216		1272119	1272349	complete	contig_1:1365678-1365908
BMIABBIL_01217		1272486	1273202	complete	contig_1:1366045-1366761
BMIABBIL_01218		1273246	1273599	complete	contig_1:1366805-1367158
BMIABBIL_01219		1273784	1275178	complete	contig_1:1367343-1368737
BMIABBIL_01220		1275179	1275829	complete	contig_1:1368738-1369388
BMIABBIL_01221		1275822	1277618	complete	contig_1:1369381-1371177
BMIABBIL_01222		1277644	1277862	complete	contig_1:1371203-1371421
BMIABBIL_01223		1277957	1279348	complete	contig_1:1371516-1372907
BMIABBIL_01224		1279864	1283607	complete	contig_1:1373423-1377166
BMIABBIL_01225		1283604	1285142	complete	contig_1:1377163-1378701
BMIABBIL_01226		1285139	1285849	complete	contig_1:1378698-1379408
BMIABBIL_01227		1285849	1286526	complete	contig_1:1379408-1380085
BMIABBIL_01228		1287244	1287328	complete	contig_1:1380803-1380887
BMIABBIL_01229		1287538	1287622	complete	contig_1:1381097-1381181
BMIABBIL_01230		1287782	1288624	complete	contig_1:1381341-1382183
BMIABBIL_01231		1288674	1289132	complete	contig_1:1382233-1382691
BMIABBIL_01232		1289206	1290150	complete	contig_1:1382765-1383709
BMIABBIL_01233		1290242	1291255	complete	contig_1:1383801-1384814
BMIABBIL_01234		1291457	1292365	complete	contig_1:1385016-1385924
BMIABBIL_01235		1292509	1292922	complete	contig_1:1386309-1386722
BMIABBIL_01236		1293527	1294144	complete	contig_1:1387327-1387944
BMIABBIL_01239		1295446	1298121	complete	contig_1:1389684-1392359
BMIABBIL_01240		1298598	1299245	complete	contig_1:1392836-1393483
BMIABBIL_01241		1299272	1299427	complete	contig_1:1393510-1393665
BMIABBIL_01243		1301137	1302813	complete	contig_1:1394177-1395853
BMIABBIL_01244		1302899	1303819	complete	contig_1:1395939-1396859
BMIABBIL_01245		1303834	1304742	complete	contig_1:1396874-1397782
BMIABBIL_01246		1304754	1305767	complete	contig_1:1397794-1398807
BMIABBIL_01247		1305764	1306768	complete	contig_1:1398804-1399808
BMIABBIL_01248		1306821	1307150	complete	contig_1:1399861-1400190
BMIABBIL_01249		1307185	1308645	complete	contig_1:1400225-1401685
BMIABBIL_01250		1309016	1310269	complete	contig_1:1402056-1403309
BMIABBIL_01251		1310569	1310865	complete	contig_1:1403609-1403905
BMIABBIL_01252		1311074	1311808	complete	contig_1:1404114-1404848
BMIABBIL_01253		1311848	1312246	complete	contig_1:1404888-1405286
BMIABBIL_01254		1312351	1312890	complete	contig_1:1405391-1405930
BMIABBIL_01255		1312920	1313663	complete	contig_1:1405960-1406703
BMIABBIL_01256		1314020	1314658	partial	contig_1:1407060-1407608,contig_1:1456720-1456845
BMIABBIL_01257		1314718	1315224	complete	contig_1:1456905-1457411
BMIABBIL_01258		1315270	1315770	complete	contig_1:1457457-1457957
BMIABBIL_01259		1315856	1316035	complete	contig_1:1458043-1458222
BMIABBIL_01260		1316416	1317222	complete	contig_1:1458603-1459409
BMIABBIL_01261		1317222	1318415	complete	contig_1:1459409-1460602
BMIABBIL_01262		1318427	1319785	complete	contig_1:1460614-1461972
BMIABBIL_01263		1319789	1321384	complete	contig_1:1461976-1463571
BMIABBIL_01264		1321384	1322946	complete	contig_1:1463571-1465133
BMIABBIL_01265		1323220	1324101	complete	contig_1:1465407-1466288
BMIABBIL_01266		1324098	1324718	complete	contig_1:1466285-1466905
BMIABBIL_01267		1324746	1326641	complete	contig_1:1466933-1468828
BMIABBIL_01268		1326852	1327727	complete	contig_1:1469039-1469914
BMIABBIL_01269		1327767	1328357	complete	contig_1:1469954-1470544
BMIABBIL_01270		1328354	1329112	complete	contig_1:1470541-1471299
BMIABBIL_01271		1329332	1330381	complete	contig_1:1471519-1472568
BMIABBIL_01272		1330417	1330668	complete	contig_1:1472604-1472855
BMIABBIL_01273		1331048	1333645	complete	contig_1:1473235-1475832
BMIABBIL_01274		1333855	1334829	complete	contig_1:1476042-1477016
BMIABBIL_01275		1335160	1335288	complete	contig_1:1477347-1477475
BMIABBIL_01276		1335291	1335458	complete	contig_1:1477478-1477645
BMIABBIL_01277		1335572	1335667	complete	contig_1:1477759-1477854
BMIABBIL_01278		1335831	1338506	complete	contig_1:1478018-1480693
BMIABBIL_01279		1338570	1339160	complete	contig_1:1480757-1481347
BMIABBIL_01280		1339330	1340094	complete	contig_1:1481517-1482281
BMIABBIL_01281		1340243	1340551	complete	contig_1:1482430-1482738
BMIABBIL_01282		1340558	1341727	complete	contig_1:1482745-1483914
BMIABBIL_01283		1341861	1342658	complete	contig_1:1484048-1484845
BMIABBIL_01284		1342658	1342984	complete	contig_1:1484845-1485171
BMIABBIL_01285		1343110	1343328	complete	contig_1:1485297-1485515
BMIABBIL_01286		1343597	1344346	complete	contig_1:1485784-1486533
BMIABBIL_01287		1344436	1344609	complete	contig_1:1486623-1486796
BMIABBIL_01288		1344757	1346742	complete	contig_1:1486944-1488929
BMIABBIL_01289		1346978	1348912	complete	contig_1:1489165-1491099
BMIABBIL_01290		1348980	1350107	complete	contig_1:1491167-1492294
BMIABBIL_01291		1350251	1351039	complete	contig_1:1492438-1493226
BMIABBIL_01292		1351828	1352634	complete	contig_1:1494015-1494821
BMIABBIL_01293		1352636	1353628	complete	contig_1:1494823-1495815
BMIABBIL_01294		1353628	1354518	complete	contig_1:1495815-1496705
BMIABBIL_01295		1354505	1355470	complete	contig_1:1496692-1497657
BMIABBIL_01296		1355467	1357110	complete	contig_1:1497654-1499297
BMIABBIL_01297		1357423	1357668	complete	contig_1:1499610-1499855
BMIABBIL_01298		1357802	1359187	complete	contig_1:1499989-1501374
BMIABBIL_01299		1359490	1360908	complete	contig_1:1501677-1503095
BMIABBIL_01300		1361132	1361884	complete	contig_1:1503319-1504071
BMIABBIL_01301		1361911	1362468	complete	contig_1:1504098-1504655
BMIABBIL_01302		1362743	1364230	complete	contig_1:1504930-1506417
BMIABBIL_01303		1364232	1365512	complete	contig_1:1506419-1507699
BMIABBIL_01304		1365550	1366815	complete	contig_1:1507737-1509002
BMIABBIL_01305		1366935	1367912	complete	contig_1:1509122-1510099
BMIABBIL_01306		1368079	1368747	complete	contig_1:1510266-1510934
BMIABBIL_01307		1368801	1369025	complete	contig_1:1510988-1511212
BMIABBIL_01308		1369025	1369384	complete	contig_1:1511212-1511571
BMIABBIL_01309		1369393	1369614	complete	contig_1:1511580-1511801
BMIABBIL_01310		1369689	1370003	complete	contig_1:1511876-1512089
BMIABBIL_01323		1384117	1385514	complete	contig_1:1512208-1513605
BMIABBIL_01324		1385511	1386572	complete	contig_1:1513602-1514663
BMIABBIL_01325		1386720	1388261	complete	contig_1:1514811-1516352
BMIABBIL_01326		1388305	1388811	complete	contig_1:1516396-1516902
BMIABBIL_01327		1388930	1389895	complete	contig_1:1517021-1517986
BMIABBIL_01328		1389870	1390598	complete	contig_1:1517961-1518689
BMIABBIL_01329		1390680	1390862	partial	contig_1:1519480-1519618
BMIABBIL_01330		1390933	1391853	complete	contig_1:1519689-1520609
BMIABBIL_01331		1391991	1392890	complete	contig_1:1520747-1521646
BMIABBIL_01332		1393227	1394840	complete	contig_1:1521983-1523596
BMIABBIL_01333		1394891	1395922	complete	contig_1:1523647-1524678
BMIABBIL_01334		1396112	1397092	complete	contig_1:4985618-4986598
BMIABBIL_01335		1397365	1397622	complete	contig_1:1524922-1525179
BMIABBIL_01336		1397672	1398622	complete	contig_1:1525229-1526179
BMIABBIL_01337		1398774	1399526	complete	contig_1:1526331-1527083
BMIABBIL_01338		1399721	1400236	complete	contig_1:1527278-1527793
BMIABBIL_01339		1400247	1401773	complete	contig_1:1527804-1529330
BMIABBIL_01340		1401810	1403255	complete	contig_1:1529367-1530812
BMIABBIL_01341		1403255	1404565	complete	contig_1:1530812-1532122
BMIABBIL_01342		1404741	1405649	complete	contig_1:1532298-1533206
BMIABBIL_01343		1405979	1406542	complete	contig_1:1533536-1534099
BMIABBIL_01344		1406563	1407795	complete	contig_1:1534120-1535352
BMIABBIL_01345		1408050	1409033	complete	contig_1:1535607-1536590
BMIABBIL_01346		1409308	1409481	complete	contig_1:1536865-1537038
BMIABBIL_01347		1409511	1410884	complete	contig_1:1537068-1538441
BMIABBIL_01348		1411013	1411948	partial	contig_1:1538570-1539482
BMIABBIL_01371		1427746	1428726	complete	contig_1:2305618-2306598
BMIABBIL_01372		1429546	1430283	complete	contig_1:1736699-1735962
BMIABBIL_01373		1430414	1432411	partial	contig_1:1734916-1734597
BMIABBIL_01377		1435185	1435619	complete	contig_1:1539683-1540117
BMIABBIL_01378		1435760	1436893	complete	contig_1:1540258-1541391
