# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	cds	707246	709744	+	GJAFJC_01513	858.0	1.7e-302	1.012	0.975	0.568	UniRef:UniRef50_A0A0H3MRX8
contig_2	cds	709889	710038	-	GJAFJC_01514	-	-	-	-	-	-
contig_2	cds	710214	711401	-	GJAFJC_01515	773.0	1.8e-283	0.987	0.973	0.967	UniRef:UniRef50_A0A1X3IW63
contig_2	cds	711707	714115	+	GJAFJC_01516	718.0	1.1e-248	0.996	0.971	0.516	UniRef:UniRef50_A0A1X3IVY7
contig_2	cds	714252	714917	-	GJAFJC_01517	273.0	1.8e-91	0.991	0.905	0.580	UniRef:UniRef50_A0A0D6GJ90
contig_2	cds	715084	716421	+	GJAFJC_01518	817.0	1.7e-301	1.0	1.0	0.996	BlastRules:WP_000019348
contig_2	cds	716475	717041	-	GJAFJC_01519	370.0	2.6e-133	1.0	1.0	1.0	BlastRules:WP_001291268
contig_2	cds	717063	717812	-	GJAFJC_01520	504.0	5.0e-182	1.0	0.984	0.988	UniRef:UniRef50_P0ADM8
contig_2	cds	717969	718928	-	GJAFJC_01521	501.0	3.5e-178	1.0	0.933	0.746	UniRef:UniRef50_P31463
contig_2	cds	718903	720078	-	GJAFJC_01522	719.0	1.3e-264	1.0	1.0	0.990	BlastRules:WP_000085982
contig_2	cds	720211	721458	-	GJAFJC_01523	741.0	3.7e-270	0.918	0.907	0.990	UniRef:UniRef50_A0A418GJ98
contig_2	cds	721549	722964	-	GJAFJC_01524	859.0	3.2e-315	1.0	0.994	0.896	UniRef:UniRef50_A0A0J1LUX1
contig_2	cds	723501	724865	-	GJAFJC_01525	547.0	3.1e-192	1.044	0.994	0.633	UniRef:UniRef50_Q5NFF3
contig_2	cds	724971	726617	-	GJAFJC_01526	1021.0	0.0	1.042	1.0	0.911	UniRef:UniRef50_P25714
contig_2	cds	726841	727167	-	GJAFJC_01527	155.0	1.9e-48	1.0	0.837	0.713	UniRef:UniRef50_Q1LTW1
contig_2	cds	727217	727357	-	GJAFJC_01528	69.7	1.4e-16	0.848	0.886	0.923	UniRef:UniRef50_P66248
contig_2	sorf	727587	727667	-	GJAFJC_01529	57.0	3.3e-17	1.0	1.0	0.962	UniRef:UniRef50_P0DPP8
contig_2	cds	727964	729367	+	GJAFJC_01530	871.0	0.0	1.015	1.002	0.949	UniRef:UniRef50_A0A1C4E0M5
contig_2	ncRNA	728474	728554	-	GJAFJC_01531	102.0	8.1e-20	-	-	-	RFAM:RF02674
contig_2	cds	729372	730472	+	GJAFJC_01532	574.0	5.1e-207	0.809	0.964	0.970	UniRef:UniRef50_A0A7U3M6B6
contig_2	cds	730472	731545	+	GJAFJC_01533	572.0	1.7e-204	0.994	0.831	0.797	UniRef:UniRef50_P0A7H0
contig_2	cds	731574	733988	+	GJAFJC_01534	1100.0	0.0	1.011	0.996	0.684	UniRef:UniRef50_A0A0S2JCA5
contig_2	ncRNA	734031	734073	-	GJAFJC_01535	57.0	5.1e-08	-	-	-	RFAM:RF02751
contig_2	cds	734228	734626	+	GJAFJC_01536	239.0	4.0e-81	0.970	0.865	0.984	UniRef:UniRef50_P09996
contig_2	cds	734741	735553	+	GJAFJC_01537	351.0	4.4e-120	1.0	0.826	0.656	UniRef:UniRef50_A0A083ZUP3
contig_2	cds	735597	736253	-	GJAFJC_01538	270.0	3.1e-90	0.972	0.825	0.627	UniRef:UniRef50_P0ADM6
contig_2	cds	736531	737220	+	GJAFJC_01539	442.0	1.9e-160	1.0	1.0	1.0	BlastRules:WP_000174305
contig_2	cds	737217	738095	+	GJAFJC_01540	565.0	3.9e-207	1.0	1.0	0.966	BlastRules:WP_000127091
contig_2	cds	738079	738696	+	GJAFJC_01541	396.0	5.8e-143	1.0	1.0	0.980	BlastRules:WP_001198722
contig_2	cds	738693	739841	+	GJAFJC_01542	687.0	1.2e-249	1.110	1.0	0.792	UniRef:UniRef50_Q8ZKZ1
contig_2	cds	739961	741253	+	GJAFJC_01543	783.0	4.2e-286	0.998	0.927	0.890	UniRef:UniRef50_A0A1V9DAV9
contig_2	cds	741214	742314	-	GJAFJC_01544	701.0	1.2e-258	0.967	1.0	0.963	BlastRules:WP_001340434
contig_2	cds	742415	743629	+	GJAFJC_01545	717.0	9.2e-262	0.832	0.916	0.976	UniRef:UniRef50_A0A658YVY0
contig_2	cds	743631	743891	-	GJAFJC_01546	-	-	-	-	-	-
contig_2	ncRNA-region	744203	744275	+	-	100.5	1.8e-16	-	-	-	RFAM:RF01832
contig_2	cds	744269	744682	+	GJAFJC_01547	163.0	7.8e-51	1.007	0.986	0.616	UniRef:UniRef50_E0SEQ3
contig_2	cds	744794	745222	+	GJAFJC_01548	170.0	2.1e-53	0.993	0.959	0.603	UniRef:UniRef50_A8G7R9
contig_2	cds	745418	747079	+	GJAFJC_01549	932.0	0.0	1.0	0.939	0.875	UniRef:UniRef50_B7LK27
contig_2	cds	747076	747792	-	GJAFJC_01550	384.0	1.7e-135	0.836	1.0	0.985	UniRef:UniRef50_A0A222AKD4
contig_2	cds	748088	749704	+	GJAFJC_01551	1043.0	0.0	1.0	0.861	1.0	UniRef:UniRef50_P31452
contig_2	cds	749704	751026	+	GJAFJC_01552	587.0	1.2e-207	0.998	0.849	0.651	UniRef:UniRef50_P54716
contig_2	cds	751023	751916	-	GJAFJC_01553	536.0	1.5e-192	0.987	0.880	0.874	UniRef:UniRef50_P31449
contig_2	cds	752083	753798	+	GJAFJC_01554	1068.0	0.0	0.989	0.869	0.981	UniRef:UniRef50_P31448
contig_2	cds	753795	755288	+	GJAFJC_01555	594.0	1.6e-209	1.012	0.984	0.559	UniRef:UniRef50_P31447
contig_2	cds	755335	755784	-	GJAFJC_01556	-	-	-	-	-	-
contig_2	cds	755892	756239	+	GJAFJC_01557	119.0	4.2e-34	0.878	0.821	0.594	UniRef:UniRef50_H5V1T0
contig_2	cds	756229	756591	+	GJAFJC_01558	221.0	5.2e-74	0.933	0.812	0.991	UniRef:UniRef50_Q329D7
contig_2	cds	756588	757085	+	GJAFJC_01559	163.0	7.3e-50	1.067	0.989	0.500	UniRef:UniRef50_J7QIM3
contig_2	cds	757093	758277	-	GJAFJC_01560	-	-	1.0	1.0	0.998	NCBIProtein:BAE77620.1
contig_2	cds	758557	758646	-	GJAFJC_01561	38.9	8.7e-05	0.862	0.806	1.0	UniRef:UniRef50_A5A627
contig_2	ncRNA	758952	759081	+	GJAFJC_01562	150.2	1.9e-25	-	-	-	RFAM:RF01400
contig_2	cds	759415	761103	+	GJAFJC_01563	633.0	2.3e-222	0.984	0.914	0.582	UniRef:UniRef50_A0A4U9D5U1
contig_2	cds	761107	761397	+	GJAFJC_01564	-	-	-	-	-	-
contig_2	cds	761662	762957	+	GJAFJC_01565	836.0	2.9e-307	1.0	0.991	0.986	UniRef:UniRef50_A0A7L7ED11
contig_2	cds	763233	764702	+	GJAFJC_01566	440.0	7.9e-149	1.049	0.992	0.522	UniRef:UniRef50_A0AAN3TTQ2
contig_2	cds	764864	765454	+	GJAFJC_01567	376.0	8.0e-133	1.0	0.879	0.964	UniRef:UniRef50_P27667
contig_2	cds	765454	766956	+	GJAFJC_01568	622.0	2.5e-220	0.986	0.955	0.641	UniRef:UniRef50_P09835
contig_2	cds	766966	768285	+	GJAFJC_01569	875.0	0.0	1.0	1.0	0.993	BlastRules:WP_000936566
contig_2	cds	768423	769814	+	GJAFJC_01570	870.0	0.0	0.998	0.931	0.957	UniRef:UniRef50_P0AGC0
contig_2	ncRNA	769869	769980	+	GJAFJC_01571	119.2	1.3e-18	-	-	-	RFAM:RF01405
contig_3	ncRNA	1	133	-	GJAFJC_01572	168.1	1.5e-27	-	-	-	RFAM:RF01407
contig_3	cds	145	1035	-	GJAFJC_01573	610.0	1.6e-224	1.0	1.0	0.997	BlastRules:WP_000592814
contig_3	cds	1290	1682	-	GJAFJC_01574	260.0	1.4e-91	1.0	1.0	1.0	BlastRules:WP_000671737
contig_3	cds	2047	4092	-	GJAFJC_01575	1102.0	0.0	0.812	0.991	0.987	UniRef:UniRef50_A0A377DT69
contig_3	cds	4229	4975	+	GJAFJC_01576	293.0	5.1e-98	0.988	0.806	0.576	UniRef:UniRef50_P39884
contig_3	cds	5064	5750	+	GJAFJC_01577	442.0	1.2e-160	1.0	1.0	0.996	BlastRules:WP_000215549
contig_3	cds	5927	6130	+	GJAFJC_01578	99.0	2.2e-27	1.209	1.0	0.654	UniRef:UniRef50_C0Q4V9
contig_3	cds	6166	7626	-	GJAFJC_01579	776.0	4.3e-280	0.996	0.823	0.791	UniRef:UniRef50_P39160
contig_3	cds	7716	8999	-	GJAFJC_01580	681.0	3.6e-245	0.974	0.827	0.841	UniRef:UniRef50_A8AGU2
contig_3	cds	9785	10018	+	GJAFJC_01581	154.0	3.6e-51	1.0	1.0	1.0	BlastRules:WP_000836768
contig_3	cds	10335	10925	+	GJAFJC_01582	291.0	3.5e-99	0.995	0.882	0.754	UniRef:UniRef50_P0ADI0
contig_3	cds	11023	11598	-	GJAFJC_01583	344.0	6.2e-121	0.916	0.978	0.960	UniRef:UniRef50_A0A753PXI4
contig_3	ncRNA	11057	11255	-	GJAFJC_01584	221.0	1.3e-28	-	-	-	RFAM:RF02111
contig_3	cds	11598	14513	-	GJAFJC_01585	714.0	1.8e-242	1.0	1.0	0.998	UniRef:UniRef50_A0A6G4PI46
contig_3	cds	14578	15177	-	GJAFJC_01586	391.0	4.4e-139	1.0	1.0	0.950	UniRef:UniRef50_A0AAC9M8R6
contig_3	cds	15244	18642	-	GJAFJC_01587	2142.0	0.0	1.143	0.999	0.856	UniRef:UniRef50_E0IX35
contig_3	cds	18703	19251	-	GJAFJC_01588	322.0	1.1e-111	1.0	0.847	0.890	UniRef:UniRef50_A0A0H3JCT2
contig_3	cds	19248	19847	-	GJAFJC_01589	373.0	8.8e-132	0.985	0.942	0.842	UniRef:UniRef50_A0AAE9PUT5
contig_3	cds	19997	20695	-	GJAFJC_01590	430.0	9.9e-154	0.905	1.0	0.995	UniRef:UniRef50_A0A3P5DQN3
contig_3	cds	20705	21034	-	GJAFJC_01591	168.0	1.1e-53	0.991	0.964	0.657	UniRef:UniRef50_Q8ZN08
contig_3	cds	21034	24099	-	GJAFJC_01592	1461.0	0.0	0.957	1.0	0.921	UniRef:UniRef50_UPI0032B38745
contig_3	cds	24071	24388	-	GJAFJC_01593	194.0	4.7e-64	0.924	0.829	1.0	UniRef:UniRef50_Q8ZN06
contig_3	cds	24409	24795	-	GJAFJC_01594	231.0	6.3e-78	1.0	0.901	0.922	UniRef:UniRef50_A0A632GFV8
contig_3	cds	24856	25599	-	GJAFJC_01595	462.0	1.9e-165	1.0	0.908	0.972	UniRef:UniRef50_A0AAD1TYJ8
contig_3	cds	25611	26012	-	GJAFJC_01596	269.0	7.6e-93	0.992	0.892	0.977	UniRef:UniRef50_A0A3P5DJ86
contig_3	cds	26009	26587	-	GJAFJC_01597	342.0	2.4e-119	1.260	1.0	0.781	UniRef:UniRef50_A0A3P5DL25
contig_3	cds	26599	26874	-	GJAFJC_01598	174.0	2.5e-56	1.198	1.0	0.835	UniRef:UniRef50_E3G2U4
contig_3	cds	26867	27190	-	GJAFJC_01599	206.0	1.6e-68	1.0	0.877	0.991	UniRef:UniRef50_A0A076LK71
contig_3	cds	27277	29304	-	GJAFJC_01600	970.0	0.0	0.982	0.892	0.741	UniRef:UniRef50_D1P066
contig_3	cds	29249	30757	-	GJAFJC_01601	769.0	6.3e-278	1.088	1.004	0.720	UniRef:UniRef50_A0AAD1TTV2
contig_3	cds	30757	30969	-	GJAFJC_01602	94.4	1.3e-25	1.0	0.972	0.686	UniRef:UniRef50_A0A9D7FRH6
contig_3	cds	30966	33068	-	GJAFJC_01603	676.0	1.1e-235	0.946	0.954	0.533	UniRef:UniRef50_A0A1I1E6Q8
contig_3	cds	33068	33562	-	GJAFJC_01604	288.0	3.9e-99	0.933	0.850	1.0	UniRef:UniRef50_Q1R298
contig_3	cds	33937	34104	+	GJAFJC_01605	-	-	-	-	-	-
contig_3	cds	34125	34331	-	GJAFJC_01606	115.0	7.1e-34	0.941	0.877	0.906	UniRef:UniRef50_E2QMB4
contig_3	cds	34632	35042	+	GJAFJC_01607	254.0	9.2e-87	1.051	1.0	0.909	UniRef:UniRef50_P77598
contig_3	cds	35194	35367	-	GJAFJC_01608	100.0	3.3e-28	1.0	0.864	0.930	UniRef:UniRef50_P0AC92
contig_3	sorf	35774	35839	-	GJAFJC_01609	45.4	9.7e-13	1.0	1.0	0.952	UniRef:UniRef50_P0DPO9
contig_3	ncRNA-region	36014	36399	-	-	112.0	4.7e-13	-	-	-	RFAM:RF01766
contig_3	cds	36041	36253	-	GJAFJC_01610	149.0	1.1e-49	1.0	1.0	1.0	BlastRules:WP_000066495
contig_3	cds	36617	37114	-	GJAFJC_01611	254.0	6.3e-86	0.921	0.817	0.901	UniRef:UniRef50_P76158
contig_3	cds	37111	37644	-	GJAFJC_01612	326.0	1.3e-113	1.220	1.0	0.750	UniRef:UniRef50_P68920
contig_3	cds	37641	37928	-	GJAFJC_01613	155.0	4.6e-49	0.937	0.802	0.933	UniRef:UniRef50_P76160
contig_3	cds	37957	38163	-	GJAFJC_01614	133.0	2.6e-43	1.0	0.958	0.941	BlastRules:WP_000839596
contig_3	cds	38205	38324	+	GJAFJC_01615	-	-	-	-	-	-
contig_3	ncRNA-region	38884	39302	-	-	158.1	6.5e-18	-	-	-	RFAM:RF01766
contig_3	cds	38926	39141	-	GJAFJC_01616	147.0	6.6e-49	1.0	1.0	1.0	BlastRules:WP_000066484
contig_3	cds	39442	39654	+	GJAFJC_01617	95.1	6.5e-26	0.886	0.861	0.742	UniRef:UniRef50_P0A976
contig_3	cds	40076	40828	-	GJAFJC_01618	395.0	5.8e-140	1.0	1.232	0.804	UniRef:UniRef50_A0A377KCX8
contig_3	cds	40842	41891	-	GJAFJC_01619	579.0	3.9e-208	1.083	0.997	0.762	UniRef:UniRef50_A0A212ISL3
contig_3	cds	42238	42489	-	GJAFJC_01620	131.0	6.3e-40	0.807	0.838	0.970	UniRef:UniRef50_A0AAE9PZX9
contig_3	cds	42706	42918	-	GJAFJC_01621	80.5	4.0e-20	1.014	0.986	0.662	UniRef:UniRef50_A0A329VQN4
contig_3	ncRNA	42856	43030	-	GJAFJC_01622	115.9	4.7e-19	-	-	-	RFAM:RF01794
contig_3	cds	43536	45323	+	GJAFJC_01623	1166.0	0.0	0.975	0.940	0.993	UniRef:UniRef50_A0A136X5R5
contig_3	cds	45542	45943	-	GJAFJC_01624	241.0	1.9e-81	1.0	0.853	0.932	UniRef:UniRef50_W1WVB3
contig_3	cds	45984	46949	-	GJAFJC_01625	562.0	1.8e-202	1.075	1.0	0.809	UniRef:UniRef50_A0A9J9GHQ9
contig_3	cds	46930	47451	-	GJAFJC_01626	279.0	2.1e-95	0.919	0.859	0.881	UniRef:UniRef50_A0A9Q7EFV5
contig_3	cds	47435	47662	-	GJAFJC_01627	-	-	-	-	-	-
contig_3	cds	47689	48147	+	GJAFJC_01628	159.0	6.8e-49	0.829	0.824	0.651	UniRef:UniRef50_P06966
contig_3	cds	48340	48495	+	GJAFJC_01629	59.7	2.0e-12	0.902	0.868	0.630	UniRef:UniRef50_A0A2V4G7A9
contig_3	cds	48497	49072	+	GJAFJC_01630	382.0	8.9e-136	1.0	0.932	0.990	UniRef:UniRef50_A0A0H3EH55
contig_3	ncRNA	49333	49384	+	GJAFJC_01631	72.6	3.8e-13	-	-	-	RFAM:RF00039
contig_3	cds	49559	49693	+	GJAFJC_01632	76.3	3.5e-19	0.955	0.894	0.833	UniRef:UniRef50_A0A7Z1D1Z8
contig_3	cds	49731	50711	-	GJAFJC_01633	645.0	1.5e-237	1.0	1.0	0.994	IS:IS5
contig_3	cds	50943	51134	+	GJAFJC_01634	123.0	1.6e-39	1.0	1.0	0.968	BlastRules:WP_001083297
contig_3	cds	51228	53699	+	GJAFJC_01635	1548.0	0.0	0.977	0.840	0.986	UniRef:UniRef50_A0A0J2EPG5
contig_3	cds	53787	54023	+	GJAFJC_01636	145.0	9.5e-46	0.923	0.847	0.944	UniRef:UniRef50_A0A2I5T8K6
contig_3	cds	54058	55338	+	GJAFJC_01637	819.0	1.7e-300	0.960	0.919	0.990	UniRef:UniRef50_P76168
contig_3	cds	55358	55468	-	GJAFJC_01638	-	-	-	-	-	-
contig_3	cds	55526	56545	-	GJAFJC_01639	433.0	2.2e-151	0.891	0.910	0.695	UniRef:UniRef50_A0A377YXR8
contig_3	cds	56557	57771	-	GJAFJC_01640	857.0	1.3e-318	1.0	1.0	1.0	BlastRules:WP_001295394
contig_3	cds	57977	58303	-	GJAFJC_01641	172.0	8.7e-56	0.843	0.978	0.868	UniRef:UniRef50_A0A3A3FKG6
contig_3	cds	58438	58779	+	GJAFJC_01642	109.0	5.3e-30	1.088	0.891	0.512	UniRef:UniRef50_A6T8U4
contig_3	cds	58814	59374	+	GJAFJC_01643	318.0	7.7e-111	1.005	1.0	0.845	UniRef:UniRef50_P0DKR8
contig_3	cds	59377	60123	-	GJAFJC_01644	337.0	7.3e-116	0.972	0.867	0.664	UniRef:UniRef50_A0A7L6CJF5
contig_3	cds	60195	60500	+	GJAFJC_01645	139.0	4.1e-42	1.0	0.828	0.723	UniRef:UniRef50_A0A0H2V8R2
contig_3	cds	60699	63125	+	GJAFJC_01646	1412.0	0.0	1.118	1.0	0.770	UniRef:UniRef50_A0A485TDZ6
contig_3	cds	63213	65609	+	GJAFJC_01647	1155.0	0.0	0.951	0.999	0.722	UniRef:UniRef50_A0A486MVR8
contig_3	cds	65620	66237	+	GJAFJC_01648	429.0	1.0e-153	0.946	0.874	0.985	UniRef:UniRef50_P45003
contig_3	cds	66239	67093	+	GJAFJC_01649	397.0	2.2e-138	0.880	0.814	0.764	UniRef:UniRef50_P76173
contig_3	cds	67136	67750	+	GJAFJC_01650	224.0	7.4e-73	0.975	0.930	0.543	UniRef:UniRef50_A0A2P8VGQ4
contig_3	cds	67944	69200	+	GJAFJC_01651	565.0	1.6e-200	0.998	0.968	0.717	UniRef:UniRef50_A0A376P607
contig_3	cds	69153	69848	-	GJAFJC_01652	411.0	4.2e-146	0.991	0.991	0.891	UniRef:UniRef50_A0A0J1CFJ2
contig_3	cds	69973	71193	-	GJAFJC_01653	782.0	4.3e-289	1.0	1.0	0.993	BlastRules:WP_000225262
contig_3	cds	71328	72221	-	GJAFJC_01654	503.0	8.7e-181	0.872	1.0	0.981	UniRef:UniRef50_A0A631TGJ1
contig_3	cds	72328	73581	+	GJAFJC_01655	558.0	1.6e-197	0.930	0.847	0.724	UniRef:UniRef50_P43531
contig_3	cds	74005	74313	+	GJAFJC_01656	-	-	1.0	1.0	0.971	NCBIProtein:BAA15331.2
contig_3	sorf	74406	74489	+	GJAFJC_01657	52.4	2.4e-15	1.0	1.0	0.926	UniRef:UniRef50_A5A617
contig_3	cds	74589	75410	+	GJAFJC_01658	298.0	1.7e-99	0.963	0.851	0.570	UniRef:UniRef50_A0A6L2ZNW4
contig_3	cds	75449	75778	-	GJAFJC_01659	206.0	4.6e-71	1.0	1.0	1.0	BlastRules:WP_000046661
contig_3	cds	75765	76130	-	GJAFJC_01660	221.0	2.8e-74	1.0	0.871	1.0	UniRef:UniRef50_P69212
contig_3	cds	76542	77576	+	GJAFJC_01661	612.0	1.1e-223	1.0	1.0	0.997	BlastRules:WP_001118241
contig_3	cds	77601	78989	-	GJAFJC_01662	590.0	1.5e-208	1.106	0.994	0.638	UniRef:UniRef50_Q5DZZ1
contig_3	cds	79000	80532	-	GJAFJC_01663	788.0	5.3e-285	1.078	1.0	0.760	UniRef:UniRef50_A0A918K2X3
contig_3	cds	81056	82000	+	GJAFJC_01664	410.0	1.1e-142	1.022	1.0	0.679	UniRef:UniRef50_A0A389MD34
contig_3	cds	82186	83568	+	GJAFJC_01665	716.0	2.1e-258	1.0	0.927	0.811	UniRef:UniRef50_P0AAE5
contig_3	cds	83605	84327	+	GJAFJC_01666	445.0	6.1e-158	1.300	1.0	0.756	UniRef:UniRef50_A6T8N3
contig_3	cds	84324	84659	-	GJAFJC_01667	155.0	6.1e-49	0.856	0.960	0.832	UniRef:UniRef50_A0A8S0FUP3
contig_3	cds	84788	85507	+	GJAFJC_01668	353.0	2.4e-122	1.0	0.848	0.749	UniRef:UniRef50_P52108
contig_3	cds	85511	86812	+	GJAFJC_01669	595.0	8.5e-212	0.889	0.833	0.771	UniRef:UniRef50_A0A3N0G4L4
contig_3	cds	86888	87817	+	GJAFJC_01670	449.0	1.4e-158	1.0	0.994	0.728	UniRef:UniRef50_A0A2P5GTY5
contig_3	cds	87814	89217	-	GJAFJC_01671	555.0	2.7e-195	0.976	0.968	0.625	UniRef:UniRef50_Q9KCX4
contig_3	cds	89438	90766	+	GJAFJC_01672	896.0	0.0	1.0	1.0	1.0	IS:IS4
contig_3	cds	90799	92445	-	GJAFJC_01673	1106.0	0.0	1.0	1.0	1.0	BlastRules:WP_000066639
contig_3	cds	92644	93819	+	GJAFJC_01674	619.0	4.5e-224	0.813	0.997	0.991	UniRef:UniRef50_G5LP50
contig_3	cds	93920	95428	+	GJAFJC_01675	659.0	1.3e-233	1.002	0.840	0.654	UniRef:UniRef50_P77804
contig_3	cds	95473	96738	-	GJAFJC_01676	836.0	4.0e-307	1.0	0.907	0.988	UniRef:UniRef50_Q47706
contig_3	cds	96777	98150	-	GJAFJC_01677	504.0	4.3e-175	0.967	0.934	0.584	UniRef:UniRef50_P0CE45
contig_3	cds	98147	99958	-	GJAFJC_01678	1254.0	0.0	1.0	0.956	0.995	UniRef:UniRef50_P05804
contig_3	cds	100349	100927	-	GJAFJC_01679	370.0	4.1e-133	1.0	0.980	1.0	BlastRules:WP_000969092
contig_3	cds	101160	101927	-	GJAFJC_01680	421.0	1.4e-149	0.859	0.973	0.995	UniRef:UniRef50_A0A658YYX2
contig_3	cds	102039	103067	-	GJAFJC_01681	654.0	1.2e-240	1.0	1.0	0.997	BlastRules:WP_000179510
contig_3	cds	103242	104834	+	GJAFJC_01682	1027.0	0.0	1.0	1.0	0.996	BlastRules:WP_000125583
contig_3	cds	104844	106016	+	GJAFJC_01683	796.0	5.7e-295	1.0	1.0	0.982	BlastRules:WP_000459379
contig_3	cds	106120	107121	+	GJAFJC_01684	585.0	5.0e-211	0.997	0.902	0.889	UniRef:UniRef50_B7LQP7
contig_3	cds	107157	108197	-	GJAFJC_01685	691.0	3.7e-252	0.997	0.880	0.991	UniRef:UniRef50_P77376
contig_3	cds	108838	109053	+	GJAFJC_01686	144.0	1.5e-45	0.986	0.933	1.0	UniRef:UniRef50_A0A2B7MLN2
contig_3	cds	109139	109579	+	GJAFJC_01687	236.0	3.6e-79	1.0	0.912	0.829	UniRef:UniRef50_A0A090V4A7
contig_3	cds	109656	110237	+	GJAFJC_01688	278.0	2.0e-94	1.0	0.889	0.756	UniRef:UniRef50_Q482U3
contig_3	cds	110237	110815	+	GJAFJC_01689	223.0	1.0e-72	0.984	0.969	0.635	UniRef:UniRef50_A0A3N0UX17
contig_3	cds	110808	113030	+	GJAFJC_01690	-	-	-	-	-	-
contig_3	cds	113031	114089	+	GJAFJC_01691	526.0	1.3e-188	0.830	1.0	0.880	UniRef:UniRef50_A0A6N3QZ10
contig_3	cds	114093	114713	+	GJAFJC_01692	306.0	8.4e-105	1.0	0.892	0.733	UniRef:UniRef50_P77285
contig_3	cds	114717	115412	+	GJAFJC_01693	437.0	2.1e-158	1.0	1.0	1.0	BlastRules:WP_001289652
contig_3	cds	115412	116047	+	GJAFJC_01694	248.0	1.9e-81	0.962	0.802	0.601	UniRef:UniRef50_P44319
contig_3	cds	116175	116375	+	GJAFJC_01695	-	-	-	-	-	-
contig_3	cds	116658	118160	+	GJAFJC_01696	877.0	0.0	0.994	0.887	0.907	UniRef:UniRef50_Q0WEG0
contig_3	cds	118266	118871	+	GJAFJC_01697	338.0	1.5e-117	0.995	0.803	0.825	UniRef:UniRef50_P0A9D2
contig_3	cds	118915	119775	-	GJAFJC_01698	501.0	5.2e-179	0.965	0.800	0.902	UniRef:UniRef50_P77150
contig_3	cds	119837	121111	-	GJAFJC_01699	847.0	3.9e-311	1.0	0.891	0.993	UniRef:UniRef50_P0AGJ9
contig_3	cds	121240	121896	-	GJAFJC_01700	366.0	4.3e-128	0.959	0.843	0.804	UniRef:UniRef50_Q8ED71
contig_3	cds	121955	122278	-	GJAFJC_01701	163.0	5.9e-52	1.0	1.0	0.710	UniRef:UniRef50_A7MMK4
contig_3	cds	122382	123491	-	GJAFJC_01702	398.0	1.8e-136	0.989	0.984	0.559	UniRef:UniRef50_B8F4V0
contig_3	cds	123765	124232	+	GJAFJC_01703	214.0	8.3e-73	1.0	1.0	0.955	BlastRules:WP_000597179
contig_3	cds	124279	124713	-	GJAFJC_01704	206.0	1.4e-67	0.972	0.986	0.786	UniRef:UniRef50_A0A1Z1SV01
contig_3	cds	124914	125150	+	GJAFJC_01705	160.0	1.3e-51	1.0	0.839	1.0	UniRef:UniRef50_P64471
contig_3	cds	125153	126010	+	GJAFJC_01706	439.0	1.3e-154	0.996	0.861	0.757	UniRef:UniRef50_A0A8E1RNN9
contig_3	cds	126010	128022	+	GJAFJC_01707	783.0	1.2e-277	0.982	0.896	0.632	UniRef:UniRef50_P76186
contig_3	cds	128023	128544	-	GJAFJC_01708	187.0	7.5e-59	0.936	0.814	0.562	UniRef:UniRef50_A0A8B3UM64
contig_3	cds	128625	129521	-	GJAFJC_01709	352.0	4.4e-120	1.013	0.956	0.589	UniRef:UniRef50_A0A5P9CR46
contig_3	cds	129570	129809	-	GJAFJC_01710	106.0	4.9e-30	1.0	0.940	0.582	UniRef:UniRef50_D3VD76
contig_3	cds	129913	130512	+	GJAFJC_01711	390.0	5.0e-141	1.0	1.0	0.970	BlastRules:WP_001032936
contig_3	cds	130549	131646	+	GJAFJC_01712	731.0	2.3e-270	1.0	1.0	1.0	BlastRules:WP_000093589
contig_3	cds	131727	132134	+	GJAFJC_01713	216.0	8.6e-72	0.963	0.956	0.792	UniRef:UniRef50_P44638
contig_3	cds	132237	132884	+	GJAFJC_01714	335.0	2.7e-116	0.991	0.986	0.770	UniRef:UniRef50_A0A316FMG5
contig_3	cds	132977	137593	+	GJAFJC_01715	2325.0	0.0	0.804	1.0	0.968	UniRef:UniRef50_A0A376P6B1
contig_3	cds	137644	137991	-	GJAFJC_01716	233.0	2.1e-81	1.0	1.0	1.0	BlastRules:WP_000108172
contig_3	cds	138326	139153	+	GJAFJC_01717	468.0	4.7e-169	1.0	1.015	0.975	BlastRules:WP_000101193
contig_3	cds	139281	139862	+	GJAFJC_01718	300.0	1.0e-102	0.995	0.824	0.740	UniRef:UniRef50_P0AGD3
contig_3	cds	140008	141177	-	GJAFJC_01719	402.0	3.0e-137	0.974	0.924	0.559	UniRef:UniRef50_A0A068QRE4
contig_3	ncRNA	141340	141730	-	GJAFJC_01720	396.2	3.0e-44	-	-	-	RFAM:RF02081
contig_3	cds	141343	141432	-	GJAFJC_01721	51.6	6.3e-12	1.0	1.0	1.0	BlastRules:WP_000102278
contig_3	cds	141731	142756	+	GJAFJC_01722	565.0	4.7e-202	1.0	0.838	0.821	UniRef:UniRef50_P0ACP7
contig_3	cds	142753	143685	-	GJAFJC_01723	563.0	1.9e-202	0.977	0.826	0.868	UniRef:UniRef50_A0A486DFK8
contig_3	cds	143798	145009	+	GJAFJC_01724	433.0	9.1e-149	0.963	0.911	0.598	UniRef:UniRef50_P37597
