ID or #		Start	End	Type	Contig
BMIABBIL_00796		830872	832236	complete	NODE_13_length_215223_cov_23.755700:204648-206012
BMIABBIL_00797		832468	832917	complete	NODE_13_length_215223_cov_23.755700:206244-206693
BMIABBIL_00798		832935	835220	complete	NODE_13_length_215223_cov_23.755700:206711-208996
BMIABBIL_00799		835248	836210	complete	NODE_13_length_215223_cov_23.755700:209024-209986
BMIABBIL_00800		836351	837436	complete	NODE_13_length_215223_cov_23.755700:210127-211212
BMIABBIL_00801		837665	837925	complete	NODE_13_length_215223_cov_23.755700:211441-211701
BMIABBIL_00802		838190	838456	complete	NODE_13_length_215223_cov_23.755700:211966-212232
BMIABBIL_00803		838530	839204	complete	NODE_13_length_215223_cov_23.755700:212306-212980
BMIABBIL_00804		839249	841531	partial	NODE_13_length_215223_cov_23.755700:213025-215018,NODE_8_length_302292_cov_27.299032:300826-300521
BMIABBIL_00805		841796	842056	complete	NODE_8_length_302292_cov_27.299032:300256-299996
BMIABBIL_00806		842332	843258	complete	NODE_8_length_302292_cov_27.299032:299720-298794
BMIABBIL_00807		843255	845480	complete	NODE_8_length_302292_cov_27.299032:298797-296572
BMIABBIL_00808		845741	846463	complete	NODE_8_length_302292_cov_27.299032:296311-295589
BMIABBIL_00809		846460	847119	complete	NODE_8_length_302292_cov_27.299032:295592-294933
BMIABBIL_00810		847258	848004	complete	NODE_8_length_302292_cov_27.299032:294794-294048
BMIABBIL_00811		848408	848911	complete	NODE_8_length_302292_cov_27.299032:293644-293141
BMIABBIL_00812		849210	850097	complete	NODE_8_length_302292_cov_27.299032:292842-291955
BMIABBIL_00813		850450	850965	complete	NODE_8_length_302292_cov_27.299032:291602-291087
BMIABBIL_00814		851014	852597	complete	NODE_8_length_302292_cov_27.299032:291038-289455
BMIABBIL_00815		852869	852997	complete	NODE_8_length_302292_cov_27.299032:289183-289055
BMIABBIL_00816		853183	853650	complete	NODE_8_length_302292_cov_27.299032:288869-288402
BMIABBIL_00817		853647	854765	complete	NODE_8_length_302292_cov_27.299032:288405-287287
BMIABBIL_00818		854824	855744	complete	NODE_8_length_302292_cov_27.299032:287228-286308
BMIABBIL_00819		855963	857555	partial	NODE_8_length_302292_cov_27.299032:286089-284502
BMIABBIL_00820		857796	859061	partial	NODE_8_length_302292_cov_27.299032:279258-278006
BMIABBIL_00821		859213	860028	complete	NODE_8_length_302292_cov_27.299032:277854-277039
BMIABBIL_00822		860174	862606	complete	NODE_8_length_302292_cov_27.299032:276893-274461
BMIABBIL_00823		862612	863511	complete	NODE_8_length_302292_cov_27.299032:274455-273556
BMIABBIL_00824		863642	864304	complete	NODE_8_length_302292_cov_27.299032:273425-272763
BMIABBIL_00825		864380	865129	complete	NODE_8_length_302292_cov_27.299032:272687-271938
BMIABBIL_00826		865129	866364	complete	NODE_8_length_302292_cov_27.299032:271938-270703
BMIABBIL_00827		866568	867533	complete	NODE_8_length_302292_cov_27.299032:270499-269534
BMIABBIL_00828		867520	869391	complete	NODE_8_length_302292_cov_27.299032:269547-267676
BMIABBIL_00829		869411	870949	complete	NODE_8_length_302292_cov_27.299032:267656-266118
BMIABBIL_00830		870967	871887	complete	NODE_8_length_302292_cov_27.299032:266100-265180
BMIABBIL_00831		871890	872801	complete	NODE_8_length_302292_cov_27.299032:265177-264266
BMIABBIL_00832		872979	875327	complete	NODE_8_length_302292_cov_27.299032:264088-261740
BMIABBIL_00833		875335	876663	partial	NODE_8_length_302292_cov_27.299032:261732-260405
BMIABBIL_00834		876710	878035	complete	NODE_8_length_302292_cov_27.299032:259403-258078
BMIABBIL_00835		878248	878631	complete	NODE_8_length_302292_cov_27.299032:257865-257482
BMIABBIL_00836		878742	879857	complete	NODE_8_length_302292_cov_27.299032:257371-256256
BMIABBIL_00837		879854	880480	complete	NODE_8_length_302292_cov_27.299032:256259-255633
BMIABBIL_00838		880727	881929	complete	NODE_8_length_302292_cov_27.299032:255386-254184
BMIABBIL_00839		881976	882734	complete	NODE_8_length_302292_cov_27.299032:254137-253379
BMIABBIL_00840		882792	883388	complete	NODE_8_length_302292_cov_27.299032:253321-252725
BMIABBIL_00841		883673	884905	complete	NODE_8_length_302292_cov_27.299032:252440-251208
BMIABBIL_00842		884946	885224	complete	NODE_8_length_302292_cov_27.299032:251167-250889
BMIABBIL_00843		885316	886131	complete	NODE_8_length_302292_cov_27.299032:250797-249982
BMIABBIL_00844		886131	887258	complete	NODE_8_length_302292_cov_27.299032:249982-248855
BMIABBIL_00845		887423	887959	complete	NODE_8_length_302292_cov_27.299032:248690-248154
BMIABBIL_00846		888134	889819	complete	NODE_8_length_302292_cov_27.299032:247979-246294
BMIABBIL_00847		890089	890466	complete	NODE_8_length_302292_cov_27.299032:246024-245647
BMIABBIL_00848		890496	890753	complete	NODE_8_length_302292_cov_27.299032:245617-245360
BMIABBIL_00849		890913	891200	complete	NODE_8_length_302292_cov_27.299032:245200-244913
BMIABBIL_00850		891184	891906	complete	NODE_8_length_302292_cov_27.299032:244929-244207
BMIABBIL_00851		891967	892869	complete	NODE_8_length_302292_cov_27.299032:244146-243244
BMIABBIL_00852		892957	893433	complete	NODE_8_length_302292_cov_27.299032:243156-242680
BMIABBIL_00853		893784	894896	complete	NODE_8_length_302292_cov_27.299032:242329-241217
BMIABBIL_00854		894991	896124	complete	NODE_8_length_302292_cov_27.299032:241122-239989
BMIABBIL_00855		896134	897087	complete	NODE_8_length_302292_cov_27.299032:239979-239026
BMIABBIL_00856		897084	897929	complete	NODE_8_length_302292_cov_27.299032:239029-238184
BMIABBIL_00857		897989	898477	complete	NODE_8_length_302292_cov_27.299032:238124-237636
BMIABBIL_00858		898518	899645	partial	NODE_8_length_302292_cov_27.299032:237595-236488
BMIABBIL_00859		899844	900575	complete	NODE_8_length_302292_cov_27.299032:232971-232240
BMIABBIL_00860		900866	901534	complete	NODE_8_length_302292_cov_27.299032:231949-231281
BMIABBIL_00861		901534	902250	complete	NODE_8_length_302292_cov_27.299032:231281-230565
BMIABBIL_00862		902257	902988	complete	NODE_8_length_302292_cov_27.299032:230558-229827
BMIABBIL_00863		903006	903734	complete	NODE_8_length_302292_cov_27.299032:229809-229081
BMIABBIL_00864		903952	904467	partial	NODE_8_length_302292_cov_27.299032:228863-228461
BMIABBIL_00865		904593	904916	complete	NODE_8_length_302292_cov_27.299032:225785-225462
BMIABBIL_00866		904913	905743	complete	NODE_8_length_302292_cov_27.299032:225465-224635
BMIABBIL_00867		905740	906753	complete	NODE_8_length_302292_cov_27.299032:224638-223625
BMIABBIL_00868		906852	908282	complete	NODE_8_length_302292_cov_27.299032:223526-222096
BMIABBIL_00869		908293	909294	complete	NODE_8_length_302292_cov_27.299032:222085-221084
BMIABBIL_00870		909331	911049	complete	NODE_8_length_302292_cov_27.299032:221047-219329
BMIABBIL_00871		911182	912150	complete	NODE_8_length_302292_cov_27.299032:219196-218228
BMIABBIL_00872		912162	913814	complete	NODE_8_length_302292_cov_27.299032:218216-216564
BMIABBIL_00873		913958	914857	complete	NODE_8_length_302292_cov_27.299032:216420-215521
BMIABBIL_00874		915352	916047	complete	NODE_8_length_302292_cov_27.299032:215026-214331
BMIABBIL_00875		916473	918131	complete	NODE_8_length_302292_cov_27.299032:213905-212247
BMIABBIL_00876		918128	919120	complete	NODE_8_length_302292_cov_27.299032:212250-211258
BMIABBIL_00877		919235	920350	complete	NODE_8_length_302292_cov_27.299032:211143-210028
BMIABBIL_00878		920347	922293	complete	NODE_8_length_302292_cov_27.299032:210031-208085
BMIABBIL_00879		922366	922590	complete	NODE_8_length_302292_cov_27.299032:208012-207788
BMIABBIL_00880		922913	923233	complete	NODE_8_length_302292_cov_27.299032:207465-207145
BMIABBIL_00881		923264	925540	complete	NODE_8_length_302292_cov_27.299032:207114-204838
BMIABBIL_00882		925884	925971	complete	NODE_8_length_302292_cov_27.299032:204030-203943
BMIABBIL_00883		926225	926443	complete	NODE_8_length_302292_cov_27.299032:203689-203471
BMIABBIL_00884		926728	927432	complete	NODE_8_length_302292_cov_27.299032:203186-202482
BMIABBIL_00885		927474	929195	complete	NODE_8_length_302292_cov_27.299032:202440-200719
BMIABBIL_00886		929196	930962	complete	NODE_8_length_302292_cov_27.299032:200718-198952
BMIABBIL_00887		931085	932050	complete	NODE_8_length_302292_cov_27.299032:198829-197864
BMIABBIL_00888		932595	933089	complete	NODE_8_length_302292_cov_27.299032:197319-196825
BMIABBIL_00889		933224	937213	complete	NODE_8_length_302292_cov_27.299032:196690-192701
BMIABBIL_00890		937372	937983	complete	NODE_8_length_302292_cov_27.299032:192542-191931
BMIABBIL_00891		937994	939337	complete	NODE_8_length_302292_cov_27.299032:191920-190577
BMIABBIL_00892		939428	940720	complete	NODE_8_length_302292_cov_27.299032:190486-189194
BMIABBIL_00893		940959	943403	complete	NODE_8_length_302292_cov_27.299032:188955-186511
BMIABBIL_00894		943414	944031	complete	NODE_8_length_302292_cov_27.299032:186500-185883
BMIABBIL_00895		944033	944896	complete	NODE_8_length_302292_cov_27.299032:185881-185018
BMIABBIL_00896		944931	945557	complete	NODE_8_length_302292_cov_27.299032:184983-184357
BMIABBIL_00897		945871	947019	complete	NODE_8_length_302292_cov_27.299032:184043-182895
BMIABBIL_00898		947229	948659	complete	NODE_8_length_302292_cov_27.299032:182685-181255
BMIABBIL_00901		950340	951080	complete	NODE_8_length_302292_cov_27.299032:180925-180185
BMIABBIL_00902		951272	953554	complete	NODE_8_length_302292_cov_27.299032:179993-177711
BMIABBIL_00903		953609	954466	complete	NODE_8_length_302292_cov_27.299032:177656-176799
BMIABBIL_00904		954872	956632	complete	NODE_8_length_302292_cov_27.299032:176393-174633
BMIABBIL_00905		956762	957454	complete	NODE_8_length_302292_cov_27.299032:174503-173811
BMIABBIL_00906		957653	958741	complete	NODE_8_length_302292_cov_27.299032:173612-172524
BMIABBIL_00907		958812	960095	complete	NODE_8_length_302292_cov_27.299032:172453-171170
BMIABBIL_00908		960264	961028	complete	NODE_8_length_302292_cov_27.299032:171001-170237
BMIABBIL_00909		961201	961884	complete	NODE_8_length_302292_cov_27.299032:170064-169381
BMIABBIL_00910		961995	963668	complete	NODE_8_length_302292_cov_27.299032:169270-167597
BMIABBIL_00911		963828	964112	complete	NODE_8_length_302292_cov_27.299032:167437-167153
BMIABBIL_00912		964320	966584	complete	NODE_8_length_302292_cov_27.299032:166945-164681
BMIABBIL_00913		966621	968369	complete	NODE_8_length_302292_cov_27.299032:164644-162896
BMIABBIL_00914		968366	969352	complete	NODE_8_length_302292_cov_27.299032:162899-161913
BMIABBIL_00915		969389	970621	complete	NODE_8_length_302292_cov_27.299032:161876-160644
BMIABBIL_00916		970673	970855	complete	NODE_8_length_302292_cov_27.299032:160592-160410
BMIABBIL_00917		970852	971598	complete	NODE_8_length_302292_cov_27.299032:160413-159667
BMIABBIL_00918		971752	972645	complete	NODE_8_length_302292_cov_27.299032:159513-158620
BMIABBIL_00919		972622	973401	complete	NODE_8_length_302292_cov_27.299032:158643-157864
BMIABBIL_00920		973537	974322	complete	NODE_8_length_302292_cov_27.299032:157728-156943
BMIABBIL_00921		974319	975641	complete	NODE_8_length_302292_cov_27.299032:156946-155624
BMIABBIL_00922		975622	976326	complete	NODE_8_length_302292_cov_27.299032:155643-154939
BMIABBIL_00923		976326	980786	complete	NODE_8_length_302292_cov_27.299032:154939-150479
BMIABBIL_00924		981047	982894	complete	NODE_8_length_302292_cov_27.299032:150218-148371
BMIABBIL_00925		983075	983623	complete	NODE_8_length_302292_cov_27.299032:148190-147642
BMIABBIL_00926		983650	984297	complete	NODE_8_length_302292_cov_27.299032:147615-146968
BMIABBIL_00927		984519	985709	complete	NODE_8_length_302292_cov_27.299032:146746-145556
BMIABBIL_00928		985894	986982	complete	NODE_8_length_302292_cov_27.299032:145371-144283
BMIABBIL_00929		987585	988985	complete	NODE_8_length_302292_cov_27.299032:143680-142280
BMIABBIL_00930		989154	990356	complete	NODE_8_length_302292_cov_27.299032:142111-140909
BMIABBIL_00931		990622	993234	complete	NODE_8_length_302292_cov_27.299032:140643-138031
BMIABBIL_00932		993277	994044	partial	NODE_8_length_302292_cov_27.299032:136520-135793
BMIABBIL_00933		994041	994832	complete	NODE_8_length_302292_cov_27.299032:135796-135005
BMIABBIL_00934		994843	995988	complete	NODE_8_length_302292_cov_27.299032:134994-133849
BMIABBIL_00935		995985	996944	complete	NODE_8_length_302292_cov_27.299032:133852-132893
BMIABBIL_00936		996937	997512	complete	NODE_8_length_302292_cov_27.299032:132900-132325
BMIABBIL_00944		1004768	1005778	complete	NODE_8_length_302292_cov_27.299032:132087-131077
BMIABBIL_00945		1005952	1006494	complete	NODE_8_length_302292_cov_27.299032:130903-130361
BMIABBIL_00946		1006491	1007600	complete	NODE_8_length_302292_cov_27.299032:130364-129255
BMIABBIL_00947		1007844	1009952	complete	NODE_8_length_302292_cov_27.299032:129011-126903
BMIABBIL_00948		1009964	1011871	complete	NODE_8_length_302292_cov_27.299032:126891-124984
BMIABBIL_00949		1012001	1013254	complete	NODE_8_length_302292_cov_27.299032:124854-123601
BMIABBIL_00950		1013259	1014899	complete	NODE_8_length_302292_cov_27.299032:123596-121956
BMIABBIL_00951		1014896	1015459	complete	NODE_8_length_302292_cov_27.299032:121959-121396
BMIABBIL_00952		1015715	1015882	complete	NODE_8_length_302292_cov_27.299032:121140-120973
BMIABBIL_00953		1015952	1016578	complete	NODE_8_length_302292_cov_27.299032:120903-120277
BMIABBIL_00954		1016539	1018299	complete	NODE_8_length_302292_cov_27.299032:120316-118556
BMIABBIL_00955		1018485	1018937	complete	NODE_8_length_302292_cov_27.299032:118370-117918
BMIABBIL_00956		1019013	1020053	complete	NODE_8_length_302292_cov_27.299032:117842-116802
BMIABBIL_00957		1020410	1020919	complete	NODE_8_length_302292_cov_27.299032:116445-115936
BMIABBIL_00958		1021138	1021767	complete	NODE_8_length_302292_cov_27.299032:115717-115088
BMIABBIL_00959		1021730	1023892	complete	NODE_8_length_302292_cov_27.299032:115125-112963
BMIABBIL_00960		1023902	1024348	complete	NODE_8_length_302292_cov_27.299032:112953-112507
BMIABBIL_00961		1024471	1026525	complete	NODE_8_length_302292_cov_27.299032:112384-110330
BMIABBIL_00962		1026557	1027015	complete	NODE_8_length_302292_cov_27.299032:110298-109840
BMIABBIL_00963		1027111	1027773	complete	NODE_8_length_302292_cov_27.299032:109744-109082
BMIABBIL_00964		1027946	1028359	complete	NODE_8_length_302292_cov_27.299032:108909-108496
BMIABBIL_00965		1028404	1028721	complete	NODE_8_length_302292_cov_27.299032:108451-108134
BMIABBIL_00966		1028779	1029954	complete	NODE_8_length_302292_cov_27.299032:108076-106901
BMIABBIL_00967		1030064	1030342	complete	NODE_8_length_302292_cov_27.299032:106791-106513
BMIABBIL_00968		1030339	1030668	complete	NODE_8_length_302292_cov_27.299032:106516-106187
BMIABBIL_00969		1030759	1031418	complete	NODE_8_length_302292_cov_27.299032:106096-105437
BMIABBIL_00970		1031625	1031712	complete	NODE_8_length_302292_cov_27.299032:105230-105143
BMIABBIL_00971		1032139	1033257	complete	NODE_8_length_302292_cov_27.299032:104716-103598
BMIABBIL_00972		1033254	1035047	complete	NODE_8_length_302292_cov_27.299032:103601-101808
BMIABBIL_00973		1035066	1035773	complete	NODE_8_length_302292_cov_27.299032:101789-101082
BMIABBIL_00974		1035770	1036357	complete	NODE_8_length_302292_cov_27.299032:101085-100498
BMIABBIL_00975		1036354	1036752	complete	NODE_8_length_302292_cov_27.299032:100501-100103
BMIABBIL_00976		1036749	1037606	complete	NODE_8_length_302292_cov_27.299032:100106-99249
BMIABBIL_00977		1037740	1039284	complete	NODE_8_length_302292_cov_27.299032:99115-97571
BMIABBIL_00978		1039296	1040432	complete	NODE_8_length_302292_cov_27.299032:97559-96423
BMIABBIL_00979		1040445	1040537	complete	NODE_8_length_302292_cov_27.299032:96410-96318
BMIABBIL_00980		1040617	1041915	partial	NODE_8_length_302292_cov_27.299032:96238-94950
BMIABBIL_00990		1051461	1051673	complete	NODE_8_length_302292_cov_27.299032:94443-94231
BMIABBIL_00991		1052067	1052240	complete	NODE_8_length_302292_cov_27.299032:93837-93664
BMIABBIL_00992		1052289	1053362	complete	NODE_8_length_302292_cov_27.299032:93615-92542
BMIABBIL_00993		1053434	1056133	complete	NODE_8_length_302292_cov_27.299032:92470-89771
BMIABBIL_00994		1056261	1057289	complete	NODE_8_length_302292_cov_27.299032:89643-88615
BMIABBIL_00995		1057262	1057954	complete	NODE_8_length_302292_cov_27.299032:88642-87950
BMIABBIL_00996		1058084	1059256	complete	NODE_8_length_302292_cov_27.299032:87820-86648
BMIABBIL_00997		1059256	1061802	complete	NODE_8_length_302292_cov_27.299032:86648-84102
BMIABBIL_00998		1061799	1062398	complete	NODE_8_length_302292_cov_27.299032:84105-83506
BMIABBIL_00999		1062550	1062855	complete	NODE_8_length_302292_cov_27.299032:83354-83049
BMIABBIL_01000		1062855	1063775	complete	NODE_8_length_302292_cov_27.299032:83049-82129
BMIABBIL_01001		1064036	1065292	complete	NODE_8_length_302292_cov_27.299032:81868-80612
BMIABBIL_01002		1065585	1066826	complete	NODE_8_length_302292_cov_27.299032:80319-79078
BMIABBIL_01003		1066864	1067091	complete	NODE_8_length_302292_cov_27.299032:79040-78813
BMIABBIL_01004		1067112	1067708	complete	NODE_8_length_302292_cov_27.299032:78792-78196
BMIABBIL_01005		1068081	1068254	complete	NODE_8_length_302292_cov_27.299032:77823-77650
BMIABBIL_01006		1068511	1069839	complete	NODE_8_length_302292_cov_27.299032:77393-76065
BMIABBIL_01007		1069860	1070354	complete	NODE_8_length_302292_cov_27.299032:76044-75550
BMIABBIL_01008		1070365	1070955	complete	NODE_8_length_302292_cov_27.299032:75539-74949
BMIABBIL_01009		1070965	1071765	complete	NODE_8_length_302292_cov_27.299032:74939-74139
BMIABBIL_01010		1071773	1072159	complete	NODE_8_length_302292_cov_27.299032:74131-73745
BMIABBIL_01011		1072171	1072866	complete	NODE_8_length_302292_cov_27.299032:73733-73038
BMIABBIL_01012		1072863	1073954	complete	NODE_8_length_302292_cov_27.299032:73041-71950
BMIABBIL_01013		1074242	1074880	complete	NODE_8_length_302292_cov_27.299032:71662-71024
BMIABBIL_01014		1074920	1078882	complete	NODE_8_length_302292_cov_27.299032:70984-67022
BMIABBIL_01015		1078937	1079146	complete	NODE_8_length_302292_cov_27.299032:66967-66758
BMIABBIL_01016		1079305	1080813	partial	NODE_8_length_302292_cov_27.299032:66599-65333
BMIABBIL_01017		1081356	1081466	complete	NODE_8_length_302292_cov_27.299032:62645-62535
BMIABBIL_01018		1081466	1082185	complete	NODE_8_length_302292_cov_27.299032:62535-61816
BMIABBIL_01019		1082243	1083370	complete	NODE_8_length_302292_cov_27.299032:61758-60631
BMIABBIL_01020		1083376	1084647	complete	NODE_8_length_302292_cov_27.299032:60625-59354
BMIABBIL_01021		1084992	1086056	complete	NODE_8_length_302292_cov_27.299032:59009-57945
BMIABBIL_01031		1097565	1097652	complete	NODE_8_length_302292_cov_27.299032:56573-56486
BMIABBIL_01032		1097886	1098824	complete	NODE_8_length_302292_cov_27.299032:56252-55314
BMIABBIL_01033		1098879	1099616	complete	NODE_8_length_302292_cov_27.299032:55259-54522
BMIABBIL_01034		1099640	1100194	complete	NODE_8_length_302292_cov_27.299032:54498-53944
BMIABBIL_01035		1100266	1100787	complete	NODE_8_length_302292_cov_27.299032:53872-53351
BMIABBIL_01036		1100851	1101684	complete	NODE_8_length_302292_cov_27.299032:53287-52454
BMIABBIL_01037		1101711	1102127	complete	NODE_8_length_302292_cov_27.299032:52427-52011
BMIABBIL_01038		1102152	1102541	complete	NODE_8_length_302292_cov_27.299032:51986-51597
BMIABBIL_01039		1102546	1103196	complete	NODE_8_length_302292_cov_27.299032:51592-50942
BMIABBIL_01040		1103951	1104406	complete	NODE_8_length_302292_cov_27.299032:50187-49732
BMIABBIL_01041		1104447	1104902	complete	NODE_8_length_302292_cov_27.299032:49691-49236
BMIABBIL_01042		1104961	1105293	complete	NODE_8_length_302292_cov_27.299032:49177-48845
BMIABBIL_01043		1105414	1105725	complete	NODE_8_length_302292_cov_27.299032:48724-48413
BMIABBIL_01044		1105820	1106353	complete	NODE_8_length_302292_cov_27.299032:48318-47785
BMIABBIL_01045		1106295	1107776	complete	NODE_8_length_302292_cov_27.299032:47843-46362
BMIABBIL_01046		1107784	1108941	complete	NODE_8_length_302292_cov_27.299032:46354-45197
BMIABBIL_01047		1109368	1110870	complete	NODE_8_length_302292_cov_27.299032:44770-43268
BMIABBIL_01048		1110893	1113406	complete	NODE_8_length_302292_cov_27.299032:43245-40732
BMIABBIL_01049		1113579	1113806	complete	NODE_8_length_302292_cov_27.299032:40559-40332
BMIABBIL_01050		1113807	1114181	complete	NODE_8_length_302292_cov_27.299032:40331-39957
BMIABBIL_01051		1114264	1115490	complete	NODE_8_length_302292_cov_27.299032:39874-38648
BMIABBIL_01052		1115662	1116582	complete	NODE_8_length_302292_cov_27.299032:38476-37556
BMIABBIL_01053		1116807	1117859	complete	NODE_8_length_302292_cov_27.299032:37331-36279
BMIABBIL_01054		1117901	1118476	complete	NODE_8_length_302292_cov_27.299032:36237-35662
BMIABBIL_01055		1118480	1119046	complete	NODE_8_length_302292_cov_27.299032:35658-35092
BMIABBIL_01056		1119307	1119420	complete	NODE_8_length_302292_cov_27.299032:34831-34718
BMIABBIL_01057		1119468	1120586	complete	NODE_8_length_302292_cov_27.299032:34670-33552
BMIABBIL_01058		1120701	1120955	complete	NODE_8_length_302292_cov_27.299032:33437-33183
BMIABBIL_01059		1121242	1121487	complete	NODE_8_length_302292_cov_27.299032:32896-32651
BMIABBIL_01060		1121561	1122607	complete	NODE_8_length_302292_cov_27.299032:32577-31531
BMIABBIL_01061		1122713	1123273	complete	NODE_8_length_302292_cov_27.299032:31425-30865
BMIABBIL_01062		1123407	1124054	complete	NODE_8_length_302292_cov_27.299032:30731-30084
BMIABBIL_01063		1124118	1125326	complete	NODE_8_length_302292_cov_27.299032:30020-28812
BMIABBIL_01064		1125562	1126146	complete	NODE_8_length_302292_cov_27.299032:28576-27992
BMIABBIL_01065		1126157	1126804	complete	NODE_8_length_302292_cov_27.299032:27981-27334
BMIABBIL_01066		1126806	1127729	complete	NODE_8_length_302292_cov_27.299032:27332-26409
BMIABBIL_01067		1127839	1129374	complete	NODE_8_length_302292_cov_27.299032:26299-24764
BMIABBIL_01068		1129414	1129830	complete	NODE_8_length_302292_cov_27.299032:24724-24308
BMIABBIL_01069		1129835	1130128	complete	NODE_8_length_302292_cov_27.299032:24303-24010
BMIABBIL_01070		1130204	1130863	complete	NODE_8_length_302292_cov_27.299032:23934-23275
BMIABBIL_01071		1131018	1131434	complete	NODE_8_length_302292_cov_27.299032:23120-22704
BMIABBIL_01072		1131438	1131842	complete	NODE_8_length_302292_cov_27.299032:22700-22296
BMIABBIL_01073		1131854	1132549	complete	NODE_8_length_302292_cov_27.299032:22284-21589
BMIABBIL_01074		1132574	1133782	complete	NODE_8_length_302292_cov_27.299032:21564-20356
BMIABBIL_01075		1133802	1134557	complete	NODE_8_length_302292_cov_27.299032:20336-19581
BMIABBIL_01076		1134729	1135511	complete	NODE_8_length_302292_cov_27.299032:19409-18627
BMIABBIL_01077		1135564	1136262	complete	NODE_8_length_302292_cov_27.299032:18574-17876
BMIABBIL_01078		1136274	1137371	complete	NODE_8_length_302292_cov_27.299032:17864-16767
BMIABBIL_01079		1137371	1138312	complete	NODE_8_length_302292_cov_27.299032:16767-15826
BMIABBIL_01080		1138378	1140021	complete	NODE_8_length_302292_cov_27.299032:15760-14117
BMIABBIL_01081		1140033	1140986	complete	NODE_8_length_302292_cov_27.299032:14105-13152
BMIABBIL_01082		1141182	1144367	complete	NODE_8_length_302292_cov_27.299032:12173-8988
BMIABBIL_01083		1144940	1145899	complete	NODE_8_length_302292_cov_27.299032:8415-7456
BMIABBIL_01084		1146011	1146634	complete	NODE_8_length_302292_cov_27.299032:7344-6721
BMIABBIL_01085		1146794	1147315	complete	NODE_8_length_302292_cov_27.299032:6561-6040
BMIABBIL_01086		1147367	1147540	complete	NODE_8_length_302292_cov_27.299032:5988-5815
BMIABBIL_01087		1147651	1148691	complete	NODE_8_length_302292_cov_27.299032:5704-4664
BMIABBIL_01088		1148759	1149712	complete	NODE_8_length_302292_cov_27.299032:4596-3643
BMIABBIL_01089		1149728	1150657	complete	NODE_8_length_302292_cov_27.299032:3627-2698
BMIABBIL_01090		1150670	1151404	complete	NODE_8_length_302292_cov_27.299032:2685-1951
BMIABBIL_01091		1151615	1151851	complete	NODE_8_length_302292_cov_27.299032:1740-1504
BMIABBIL_01092		1151939	1153180	complete	NODE_8_length_302292_cov_27.299032:1416-175
BMIABBIL_01093		1153300	1154109	complete	NODE_11_length_227572_cov_31.603895:227377-226568
BMIABBIL_01094		1154112	1155134	complete	NODE_11_length_227572_cov_31.603895:226565-225543
BMIABBIL_01095		1155124	1155765	complete	NODE_11_length_227572_cov_31.603895:225553-224912
BMIABBIL_01096		1155762	1156766	complete	NODE_11_length_227572_cov_31.603895:224915-223911
BMIABBIL_01097		1156777	1157574	complete	NODE_11_length_227572_cov_31.603895:223900-223103
BMIABBIL_01098		1157869	1159302	complete	NODE_11_length_227572_cov_31.603895:222808-221375
BMIABBIL_01099		1159362	1161551	complete	NODE_11_length_227572_cov_31.603895:221315-219126
BMIABBIL_01100		1161885	1162244	complete	NODE_11_length_227572_cov_31.603895:218792-218433
BMIABBIL_01101		1162247	1162624	complete	NODE_11_length_227572_cov_31.603895:218430-218053
BMIABBIL_01102		1162638	1163279	complete	NODE_11_length_227572_cov_31.603895:218039-217398
BMIABBIL_01103		1163260	1164084	complete	NODE_11_length_227572_cov_31.603895:217417-216593
BMIABBIL_01104		1164095	1165120	complete	NODE_11_length_227572_cov_31.603895:216582-215557
BMIABBIL_01105		1165143	1165685	complete	NODE_11_length_227572_cov_31.603895:215534-214992
BMIABBIL_01106		1166085	1167389	complete	NODE_11_length_227572_cov_31.603895:214592-213288
BMIABBIL_01107		1167599	1168138	complete	NODE_11_length_227572_cov_31.603895:213078-212539
BMIABBIL_01108		1168200	1168895	complete	NODE_11_length_227572_cov_31.603895:212477-211782
BMIABBIL_01109		1169073	1169330	complete	NODE_11_length_227572_cov_31.603895:211604-211347
BMIABBIL_01110		1169412	1170371	complete	NODE_11_length_227572_cov_31.603895:211265-210306
BMIABBIL_01111		1170518	1174012	complete	NODE_11_length_227572_cov_31.603895:210159-206665
BMIABBIL_01112		1174092	1175165	complete	NODE_11_length_227572_cov_31.603895:206585-205512
BMIABBIL_01113		1175427	1176626	complete	NODE_11_length_227572_cov_31.603895:205250-204051
BMIABBIL_01114		1176619	1177320	complete	NODE_11_length_227572_cov_31.603895:204058-203357
BMIABBIL_01115		1177326	1178564	complete	NODE_11_length_227572_cov_31.603895:203351-202113
BMIABBIL_01116		1178593	1179504	complete	NODE_11_length_227572_cov_31.603895:202084-201173
BMIABBIL_01117		1179520	1180359	complete	NODE_11_length_227572_cov_31.603895:201157-200318
BMIABBIL_01118		1180479	1181267	complete	NODE_11_length_227572_cov_31.603895:200198-199410
BMIABBIL_01119		1181264	1181725	complete	NODE_11_length_227572_cov_31.603895:199413-198952
BMIABBIL_01120		1181783	1182829	complete	NODE_11_length_227572_cov_31.603895:198894-197848
BMIABBIL_01121		1182826	1183620	complete	NODE_11_length_227572_cov_31.603895:197851-197057
BMIABBIL_01122		1183617	1184474	partial	NODE_11_length_227572_cov_31.603895:148676-147831
BMIABBIL_01123		1184458	1185594	complete	NODE_11_length_227572_cov_31.603895:147847-146711
BMIABBIL_01124		1185844	1187070	complete	NODE_11_length_227572_cov_31.603895:146461-145235
