# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	1247150	1247611	-	DBOHML_01275	317.0	1.4e-113	1.0	1.0	0.987	BlastRules:WP_000476093
contig_1	cds	1247621	1248274	-	DBOHML_01276	364.0	9.3e-128	0.991	0.931	0.828	UniRef:UniRef50_A0A068R127
contig_1	cds	1248446	1249696	+	DBOHML_01277	605.0	3.4e-215	1.135	0.950	0.665	UniRef:UniRef50_A0A5A4WIX0
contig_1	cds	1249810	1250952	-	DBOHML_01278	460.0	1.1e-160	0.995	1.008	0.579	UniRef:UniRef50_A0A6I2JXM1
contig_1	cds	1250942	1251178	-	DBOHML_01279	107.0	3.2e-30	0.987	0.811	0.636	UniRef:UniRef50_P27079
contig_1	cds	1251318	1251557	-	DBOHML_01280	154.0	5.4e-49	1.0	0.859	0.924	UniRef:UniRef50_A0A0H3CGR9
contig_1	cds	1251605	1251823	-	DBOHML_01281	107.0	1.1e-30	0.833	0.896	0.800	UniRef:UniRef50_UPI0022E14966
contig_1	cds	1251922	1252203	-	DBOHML_01282	182.0	7.2e-60	1.0	1.0	0.957	UniRef:UniRef50_A0A2A5TU63
contig_1	cds	1252214	1252405	-	DBOHML_01283	-	-	-	-	-	-
contig_1	cds	1252378	1252560	-	DBOHML_01284	97.1	4.8e-27	0.867	0.929	0.885	UniRef:UniRef50_A0A2W6NYZ0
contig_1	cds	1252557	1253237	-	DBOHML_01285	452.0	1.1e-161	0.982	0.813	0.977	UniRef:UniRef50_P03697
contig_1	cds	1253234	1254019	-	DBOHML_01286	504.0	2.3e-181	0.973	0.904	0.984	UniRef:UniRef50_P03698
contig_1	cds	1254025	1254321	-	DBOHML_01287	186.0	3.3e-61	1.020	1.0	0.960	UniRef:UniRef50_A0A376WZY7
contig_1	cds	1254396	1254539	-	DBOHML_01288	-	-	-	-	-	-
contig_1	cds	1254508	1254672	-	DBOHML_01289	-	-	-	-	-	-
contig_1	ncRNA-region	1254627	1254685	-	-	88.6	1.9e-17	-	-	-	RFAM:RF01804
contig_1	cds	1254745	1255113	-	DBOHML_01290	233.0	6.6e-79	0.934	0.851	0.991	UniRef:UniRef50_P68657
contig_1	cds	1255374	1255955	+	DBOHML_01291	-	-	-	-	-	-
contig_1	cds	1255972	1256280	-	DBOHML_01292	145.0	9.8e-45	1.0	0.864	0.745	UniRef:UniRef50_P04891
contig_1	cds	1256723	1257622	-	DBOHML_01293	566.0	7.4e-205	0.993	0.974	1.0	UniRef:UniRef50_B7ULR7
contig_1	cds	1257752	1258459	-	DBOHML_01294	393.0	1.4e-138	1.0	0.979	0.813	UniRef:UniRef50_A0A1B8YFH2
contig_1	cds	1258538	1258765	+	DBOHML_01295	149.0	2.6e-47	1.0	0.872	1.0	UniRef:UniRef50_A9MNP3
contig_1	cds	1258872	1259171	+	DBOHML_01296	160.0	8.1e-51	0.879	0.870	0.908	UniRef:UniRef50_C9XY09
contig_1	cds	1259204	1260103	+	DBOHML_01297	539.0	8.2e-195	0.890	1.0	0.996	UniRef:UniRef50_A0A376MVH9
contig_1	cds	1260100	1260801	+	DBOHML_01298	460.0	4.9e-165	1.0	0.910	1.0	UniRef:UniRef50_A0A085AR24
contig_1	cds	1260798	1261088	+	DBOHML_01299	166.0	2.4e-53	0.958	0.948	0.913	UniRef:UniRef50_W1F349
contig_1	cds	1261162	1261602	+	DBOHML_01300	295.0	1.3e-102	1.0	0.849	0.986	UniRef:UniRef50_P03765
contig_1	cds	1261599	1262126	+	DBOHML_01301	367.0	2.8e-130	1.0	0.897	1.0	UniRef:UniRef50_A0A086UID1
contig_1	cds	1262302	1262643	+	DBOHML_01302	170.0	5.8e-54	1.080	0.859	0.680	UniRef:UniRef50_G9L6B5
contig_1	cds	1262850	1263212	+	DBOHML_01303	194.0	2.8e-63	1.0	0.845	0.758	UniRef:UniRef50_P0AG74
contig_1	cds	1263212	1263349	+	DBOHML_01304	79.3	2.1e-20	1.0	0.978	0.889	UniRef:UniRef50_A0A485BQ51
contig_1	cds	1263435	1263812	+	DBOHML_01305	199.0	3.2e-65	1.200	0.938	0.693	UniRef:UniRef50_D3V340
contig_1	cds	1263969	1264493	-	DBOHML_01306	233.0	1.4e-77	0.914	0.975	0.648	UniRef:UniRef50_A0A8S0G642
contig_1	cds	1264686	1265645	+	DBOHML_01307	515.0	7.6e-185	0.865	0.996	0.913	UniRef:UniRef50_A0A659S8M9
contig_1	cds	1265964	1266695	+	DBOHML_01308	373.0	2.9e-130	0.942	0.891	0.821	UniRef:UniRef50_A0A376MVK5
contig_1	cds	1266863	1267078	+	DBOHML_01309	135.0	1.4e-41	1.0	0.816	0.887	UniRef:UniRef50_Q32F12
contig_1	cds	1267078	1267575	+	DBOHML_01310	330.0	3.3e-118	1.0	1.0	0.976	BlastRules:WP_001135281
contig_1	cds	1267572	1268033	+	DBOHML_01311	277.0	1.5e-97	1.0	1.0	0.967	BlastRules:WP_000092242
contig_1	cds	1268065	1268358	-	DBOHML_01312	-	-	1.0	1.0	1.0	NCBIProtein:CAR12622.1
contig_1	cds	1269301	1269846	+	DBOHML_01313	345.0	1.8e-123	1.0	1.0	0.989	BlastRules:WP_000453566
contig_1	cds	1269821	1271746	+	DBOHML_01314	1154.0	0.0	0.922	0.821	0.932	UniRef:UniRef50_A0A8E0KVR7
contig_1	cds	1271743	1271949	+	DBOHML_01315	130.0	7.3e-40	1.0	0.829	0.985	UniRef:UniRef50_P68660
contig_1	cds	1271946	1273547	+	DBOHML_01316	1040.0	0.0	0.991	0.877	0.983	UniRef:UniRef50_P03710
contig_1	cds	1273528	1274859	+	DBOHML_01317	697.0	8.5e-253	0.941	1.069	0.921	UniRef:UniRef50_A0A376U5G5
contig_1	cds	1274869	1275201	+	DBOHML_01318	157.0	2.0e-49	1.0	1.0	0.727	UniRef:UniRef50_O64321
contig_1	cds	1275257	1276282	+	DBOHML_01319	521.0	1.0e-186	0.818	1.0	0.946	UniRef:UniRef50_I6D2F8
contig_1	cds	1276324	1276719	+	DBOHML_01320	214.0	7.5e-71	1.038	0.829	0.882	UniRef:UniRef50_P03709
contig_1	cds	1276731	1277084	+	DBOHML_01321	169.0	9.8e-54	1.0	0.975	0.650	UniRef:UniRef50_A0A0L0AQS8
contig_1	cds	1277096	1277674	+	DBOHML_01322	304.0	2.7e-104	1.255	1.0	0.743	UniRef:UniRef50_P03731
contig_1	cds	1277671	1278066	+	DBOHML_01323	259.0	4.1e-89	0.977	0.883	0.977	UniRef:UniRef50_A0A2W8GUB5
contig_1	cds	1278074	1278814	+	DBOHML_01324	347.0	2.0e-119	1.175	0.976	0.647	UniRef:UniRef50_P03733
contig_1	cds	1278830	1279252	+	DBOHML_01325	231.0	1.1e-77	0.900	0.881	0.921	UniRef:UniRef50_A0AAE9TR55
contig_1	cds	1279234	1279668	+	DBOHML_01326	244.0	9.9e-83	0.861	0.899	0.976	UniRef:UniRef50_A0A376ZSQ5
contig_1	cds	1279661	1282240	+	DBOHML_01327	1457.0	0.0	1.149	1.0	0.832	UniRef:UniRef50_A0A447XVS3
contig_1	cds	1282237	1282566	+	DBOHML_01328	209.0	6.5e-70	0.991	0.915	0.907	UniRef:UniRef50_A0AAE9Q2T3
contig_1	cds	1282566	1283264	+	DBOHML_01329	445.0	9.8e-159	1.164	1.0	0.837	UniRef:UniRef50_UPI000EAE8524
contig_1	cds	1283414	1284013	+	DBOHML_01330	374.0	2.2e-132	0.990	0.947	0.843	UniRef:UniRef50_A0AAE9PUT5
contig_1	cds	1284010	1284582	+	DBOHML_01331	316.0	2.3e-109	1.0	0.909	0.889	UniRef:UniRef50_A0A8S0FVT3
contig_1	cds	1284643	1288125	+	DBOHML_01332	2219.0	0.0	1.0	1.0	0.955	UniRef:UniRef50_A0A6N8R279
contig_1	cds	1288184	1290205	+	DBOHML_01333	521.0	1.2e-175	1.030	1.007	0.629	UniRef:UniRef50_A0AAD1V0A9
contig_1	cds	1290202	1290480	+	DBOHML_01334	155.0	2.8e-49	0.815	1.0	0.987	UniRef:UniRef50_A0A376LML6
contig_1	cds	1290493	1290786	+	DBOHML_01335	126.0	1.7e-37	0.938	0.850	0.582	UniRef:UniRef50_A0A096FDA3
contig_1	cds	1290878	1291735	-	DBOHML_01336	499.0	5.4e-181	0.993	0.993	0.951	BlastRules:WP_000480208
contig_1	cds	1291732	1292589	-	DBOHML_01337	541.0	6.5e-198	1.0	1.0	0.993	BlastRules:WP_001101723
contig_1	cds	1292586	1293413	-	DBOHML_01338	522.0	1.3e-190	1.0	1.0	0.985	BlastRules:WP_000083153
contig_1	cds	1293413	1294327	-	DBOHML_01339	590.0	1.8e-216	1.0	1.0	0.980	BlastRules:WP_000182930
contig_1	cds	1295225	1296205	+	DBOHML_01340	645.0	1.5e-237	1.0	1.0	0.994	IS:IS5
contig_1	cds	1296598	1296984	+	DBOHML_01341	-	-	-	-	-	-
contig_1	cds	1297107	1297262	+	DBOHML_01342	105.0	1.3e-30	1.0	1.0	1.0	UniRef:UniRef50_A0A234EMI3
contig_1	cds	1297456	1297608	+	DBOHML_01343	90.9	7.6e-25	1.0	1.0	0.860	UniRef:UniRef50_A0A9Q9SAK9
contig_1	cds	1298737	1299141	-	DBOHML_01344	271.0	2.9e-93	1.0	0.838	1.0	UniRef:UniRef50_P75988
contig_1	cds	1299362	1300093	-	DBOHML_01345	495.0	7.1e-181	1.0	1.0	0.992	BlastRules:WP_000332303
contig_1	cds	1300298	1301509	-	DBOHML_01346	779.0	5.7e-288	1.0	1.0	0.978	BlastRules:WP_001299269
contig_1	cds	1301823	1302059	+	DBOHML_01347	127.0	1.2e-38	0.859	0.848	0.970	UniRef:UniRef50_A0A377K7Z3
contig_1	cds	1302403	1302669	+	DBOHML_01348	-	-	1.0	1.0	0.989	NCBIProtein:AAC74250.1
contig_1	cds	1302782	1303030	+	DBOHML_01349	156.0	7.2e-50	0.988	0.890	1.0	UniRef:UniRef50_P75994
contig_1	cds	1303876	1304889	+	DBOHML_01350	478.0	1.8e-169	0.822	0.908	0.856	UniRef:UniRef50_A0A377DDJ4
contig_1	cds	1305021	1305239	+	DBOHML_01351	112.0	7.6e-33	0.931	0.882	0.925	UniRef:UniRef50_A0A7H9K3Q3
contig_1	cds	1305639	1306622	+	DBOHML_01352	-	-	-	-	-	-
contig_1	cds	1306853	1308301	+	DBOHML_01353	687.0	5.1e-246	1.124	1.013	0.666	UniRef:UniRef50_A0A3S4M9M6
contig_1	cds	1308357	1308686	-	DBOHML_01354	140.0	9.4e-43	1.0	1.0	0.642	UniRef:UniRef50_C5BD74
contig_1	cds	1308696	1308980	-	DBOHML_01355	-	-	-	-	-	-
contig_1	cds	1309634	1309960	+	DBOHML_01356	-	-	-	-	-	-
contig_1	cds	1310325	1310591	-	DBOHML_01357	117.0	3.5e-34	0.977	0.925	0.709	UniRef:UniRef50_P0A734
contig_1	cds	1310595	1311407	-	DBOHML_01358	452.0	1.6e-160	0.996	0.903	0.851	UniRef:UniRef50_C4K837
contig_1	cds	1311431	1312126	-	DBOHML_01359	357.0	1.0e-124	1.013	1.0	0.774	UniRef:UniRef50_A0A2X4T9B7
contig_1	cds	1312646	1313014	+	DBOHML_01360	213.0	3.9e-71	0.943	0.935	0.904	UniRef:UniRef50_A0A377DDM5
contig_1	cds	1313117	1313518	-	DBOHML_01361	166.0	3.2e-52	1.0	1.0	0.617	UniRef:UniRef50_UPI000BE620B4
contig_1	cds	1313759	1314052	+	DBOHML_01362	104.0	1.1e-28	0.918	0.832	0.539	UniRef:UniRef50_Q15S25
contig_1	cds	1314124	1314783	+	DBOHML_01363	390.0	1.5e-137	1.0	0.823	0.849	UniRef:UniRef50_P76004
contig_1	cds	1314875	1315321	+	DBOHML_01364	295.0	8.3e-103	0.973	0.980	0.910	UniRef:UniRef50_A0A7L6CKX3
contig_1	cds	1315528	1316439	-	DBOHML_01365	573.0	5.8e-210	1.0	1.0	0.997	BlastRules:WP_001336523
contig_1	ncRNA	1316673	1316751	+	DBOHML_01366	111.9	1.4e-19	-	-	-	RFAM:RF00119
contig_1	cds	1316811	1317230	+	DBOHML_01367	196.0	6.4e-64	0.986	0.919	0.701	UniRef:UniRef50_A0A2X2GI67
contig_1	cds	1317230	1318498	+	DBOHML_01368	837.0	3.4e-310	1.0	1.0	0.991	BlastRules:WP_000457616
contig_1	cds	1318544	1319074	-	DBOHML_01369	320.0	6.1e-112	1.0	1.0	0.847	UniRef:UniRef50_M4U622
contig_1	cds	1319220	1320761	-	DBOHML_01370	841.0	1.8e-305	0.998	0.869	0.854	UniRef:UniRef50_P0AFA7
contig_1	cds	1320983	1321702	+	DBOHML_01371	286.0	6.3e-96	0.983	0.907	0.596	UniRef:UniRef50_D4ZL83
contig_1	cds	1321753	1323285	-	DBOHML_01372	731.0	5.4e-263	0.971	0.956	0.705	UniRef:UniRef50_Q5P166
contig_1	cds	1323615	1324913	+	DBOHML_01373	870.0	0.0	1.0	1.0	1.0	BlastRules:WP_001266908
contig_1	cds	1324923	1325993	+	DBOHML_01374	420.0	3.1e-145	1.045	0.984	0.573	UniRef:UniRef50_A0A376TI24
contig_1	cds	1326161	1327597	-	DBOHML_01375	607.0	5.2e-215	1.027	1.0	0.878	UniRef:UniRef50_A0A369F7K1
contig_1	cds	1327992	1328144	+	DBOHML_01376	-	-	-	-	-	-
contig_1	cds	1328246	1329982	-	DBOHML_01377	732.0	2.4e-260	0.993	0.878	0.674	UniRef:UniRef50_Q87KV8
contig_1	cds	1330077	1330991	-	DBOHML_01378	578.0	5.2e-209	1.164	1.0	0.836	UniRef:UniRef50_P76008
contig_1	cds	1331091	1331702	+	DBOHML_01379	411.0	2.7e-146	1.0	0.842	0.995	UniRef:UniRef50_P0C960
contig_1	cds	1331704	1332438	-	DBOHML_01380	-	-	-	-	-	-
contig_1	cds	1332639	1332893	+	DBOHML_01381	143.0	1.0e-44	0.917	0.906	0.974	UniRef:UniRef50_A0A653L0T6
contig_1	cds	1332943	1334913	-	DBOHML_01382	1037.0	0.0	0.995	0.870	0.758	UniRef:UniRef50_E5YL90
contig_1	cds	1334939	1335793	-	DBOHML_01383	544.0	9.9e-197	1.042	1.0	0.939	UniRef:UniRef50_P94777
contig_1	cds	1335790	1336602	-	DBOHML_01384	322.0	1.2e-109	0.970	0.996	0.653	UniRef:UniRef50_A0A485AR14
contig_1	cds	1336612	1337370	-	DBOHML_01385	482.0	1.0e-172	1.0	0.846	0.976	UniRef:UniRef50_A0AA91ELS1
contig_1	cds	1337367	1338347	-	DBOHML_01386	598.0	1.3e-216	1.018	1.0	0.961	UniRef:UniRef50_A0A5Q5A4M7
contig_1	cds	1338347	1339369	-	DBOHML_01387	635.0	2.4e-230	1.150	1.0	0.859	UniRef:UniRef50_A8AFT5
contig_1	cds	1339698	1341395	-	DBOHML_01388	1134.0	0.0	1.0	1.0	0.977	BlastRules:WP_000841714
contig_1	cds	1341714	1343132	-	DBOHML_01389	537.0	1.6e-187	1.083	1.006	0.607	UniRef:UniRef50_P37349
contig_1	cds	1343143	1343775	-	DBOHML_01390	402.0	6.9e-143	1.0	0.890	0.986	UniRef:UniRef50_P76014
contig_1	cds	1343786	1344856	-	DBOHML_01391	707.0	1.9e-258	1.0	0.939	0.983	UniRef:UniRef50_P76015
contig_1	cds	1345084	1347003	+	DBOHML_01392	761.0	7.6e-271	0.978	0.981	0.614	UniRef:UniRef50_A0A1B7L0M3
contig_1	cds	1347103	1349970	-	DBOHML_01393	938.0	0.0	1.034	0.993	0.547	UniRef:UniRef50_P76017
contig_1	cds	1350315	1350569	+	DBOHML_01394	161.0	1.1e-51	1.0	0.944	1.0	UniRef:UniRef50_W8U1P2
contig_1	cds	1350815	1351906	-	DBOHML_01395	509.0	3.8e-180	1.0	0.973	0.686	UniRef:UniRef50_P57288
contig_1	cds	1352023	1352607	-	DBOHML_01396	273.0	4.9e-92	0.985	0.816	0.696	UniRef:UniRef50_P0A7D1
contig_1	cds	1352885	1353163	+	DBOHML_01397	190.0	3.4e-65	1.0	1.0	1.0	BlastRules:WP_000823885
contig_1	cds	1353218	1354870	-	DBOHML_01398	707.0	6.7e-251	1.002	0.839	0.697	UniRef:UniRef50_P0AFR2
contig_1	cds	1355022	1356035	-	DBOHML_01399	608.0	4.8e-223	0.935	1.0	0.997	BlastRules:WP_001298109
contig_1	cds	1356120	1356971	-	DBOHML_01400	487.0	2.9e-174	0.993	0.996	0.854	UniRef:UniRef50_A0A3M1KLE3
contig_1	cds	1356971	1357594	-	DBOHML_01401	247.0	9.9e-82	0.995	0.907	0.578	UniRef:UniRef50_Q7N588
contig_1	cds	1357739	1359064	+	DBOHML_01402	610.0	3.1e-217	1.095	0.996	0.694	UniRef:UniRef50_P0A6X1
contig_1	cds	1359105	1360187	+	DBOHML_01403	640.0	1.2e-231	1.0	0.916	0.908	UniRef:UniRef50_P0A7I0
contig_1	cds	1360187	1361020	+	DBOHML_01404	357.0	8.5e-124	0.801	0.991	0.797	UniRef:UniRef50_A0A379WSK1
contig_1	cds	1361017	1361409	+	DBOHML_01405	215.0	8.8e-72	1.015	1.0	0.886	UniRef:UniRef50_UPI001A14111C
contig_1	cds	1361413	1362222	+	DBOHML_01406	446.0	3.4e-158	1.052	1.0	0.816	UniRef:UniRef50_P0A2L9
contig_1	cds	1362258	1363112	+	DBOHML_01407	416.0	6.2e-146	0.982	0.959	0.720	UniRef:UniRef50_A0A4P6VY72
contig_1	cds	1363260	1363367	-	DBOHML_01408	-	-	-	-	-	-
contig_1	ncRNA	1363415	1363480	+	DBOHML_01409	87.1	8.9e-18	-	-	-	RFAM:RF01813
contig_1	cds	1363795	1363902	-	DBOHML_01410	-	-	-	-	-	-
contig_1	ncRNA	1363951	1364016	+	DBOHML_01411	83.7	5.7e-17	-	-	-	RFAM:RF01813
contig_1	cds	1364308	1365408	-	DBOHML_01412	387.0	1.1e-131	0.995	0.883	0.555	UniRef:UniRef50_P31801
contig_1	cds	1365678	1365908	+	DBOHML_01413	85.1	9.4e-22	0.947	0.900	0.583	UniRef:UniRef50_A0A353P2R7
contig_1	cds	1366045	1366761	+	DBOHML_01414	473.0	2.6e-172	0.971	1.0	0.991	BlastRules:WP_001336325
contig_1	cds	1366805	1367158	-	DBOHML_01415	229.0	8.2e-80	1.0	1.0	0.991	BlastRules:WP_001169669
contig_1	cds	1367308	1368738	+	DBOHML_01416	933.0	0.0	0.975	1.0	0.983	BlastRules:WP_000086217
contig_1	cds	1368739	1369389	-	DBOHML_01417	407.0	3.8e-144	1.0	0.844	0.991	UniRef:UniRef50_A8AG23
contig_1	cds	1369382	1371178	-	DBOHML_01418	843.0	3.3e-304	1.002	0.957	0.746	UniRef:UniRef50_A0A085APD9
contig_1	cds	1371204	1371422	+	DBOHML_01419	-	-	-	-	-	-
contig_1	cds	1371517	1372908	+	DBOHML_01420	907.0	0.0	1.0	1.0	0.998	BlastRules:WP_000019827
contig_1	cds	1373303	1377046	+	DBOHML_01421	2122.0	0.0	0.995	0.903	0.788	UniRef:UniRef50_P19319
contig_1	cds	1377043	1378581	+	DBOHML_01422	890.0	0.0	0.992	0.979	0.819	UniRef:UniRef50_A0A7C6CEJ9
contig_1	cds	1378578	1379288	+	DBOHML_01423	270.0	8.6e-90	1.055	0.933	0.582	UniRef:UniRef50_P0AF26
contig_1	cds	1379288	1379965	+	DBOHML_01424	348.0	2.7e-121	0.987	0.982	0.752	UniRef:UniRef50_A0A2X1KL19
contig_1	cds	1380148	1380327	+	DBOHML_01425	-	-	-	-	-	-
contig_1	ncRNA-region	1380149	1380280	-	-	131.3	2.7e-20	-	-	-	RFAM:RF00391
contig_1	ncRNA-region	1380328	1380459	-	-	137.6	2.3e-21	-	-	-	RFAM:RF00391
contig_1	tRNA	1380506	1380590	-	DBOHML_01426	72.2	-	-	-	-	-
contig_1	tRNA	1380625	1380709	-	DBOHML_01427	72.2	-	-	-	-	-
contig_1	cds	1380869	1381711	-	DBOHML_01428	389.0	2.3e-135	0.989	0.923	0.686	UniRef:UniRef50_A0A126VJV7
contig_1	cds	1381761	1382219	-	DBOHML_01429	252.0	3.2e-85	1.0	0.813	0.770	UniRef:UniRef50_P37052
contig_1	cds	1382332	1383237	+	DBOHML_01430	579.0	8.7e-210	1.047	0.960	0.952	UniRef:UniRef50_P0AFR0
contig_1	cds	1383329	1384342	+	DBOHML_01431	589.0	2.5e-212	0.964	0.862	0.905	UniRef:UniRef50_P0AEV1
contig_1	cds	1384544	1385452	+	DBOHML_01432	435.0	2.5e-152	0.980	0.846	0.743	UniRef:UniRef50_P0AEP3
contig_1	ncRNA	1385518	1385641	+	DBOHML_01433	146.5	2.1e-23	-	-	-	RFAM:RF01405
contig_1	cds	1385652	1386110	+	DBOHML_01434	303.0	1.6e-105	0.993	0.921	0.921	UniRef:UniRef50_A0A0H2V3X5
contig_1	cds	1386310	1386723	-	DBOHML_01435	193.0	1.0e-62	0.993	0.907	0.757	UniRef:UniRef50_P0DOA5
contig_1	cds	1387327	1387944	+	DBOHML_01436	322.0	2.6e-111	0.966	0.884	0.808	UniRef:UniRef50_P13300
contig_1	cds	1388231	1389559	-	DBOHML_01437	896.0	0.0	1.0	1.0	1.0	IS:IS4
contig_1	cds	1389685	1392360	-	DBOHML_01438	1648.0	0.0	1.061	1.001	0.917	UniRef:UniRef50_P0A9Q7
contig_1	cds	1392837	1393484	+	DBOHML_01439	404.0	1.1e-145	1.0	1.0	0.995	BlastRules:WP_000616554
contig_1	cds	1393511	1393666	+	DBOHML_01440	-	-	-	-	-	-
contig_1	cds	1393642	1393938	-	DBOHML_01441	181.0	3.5e-59	0.990	0.851	0.959	UniRef:UniRef50_A0A0H3EJ07
contig_1	cds	1394177	1395853	+	DBOHML_01442	850.0	4.2e-308	1.050	1.0	0.717	UniRef:UniRef50_P23843
contig_1	cds	1395939	1396859	+	DBOHML_01443	529.0	4.0e-189	1.0	0.834	0.938	UniRef:UniRef50_P0AFH2
contig_1	cds	1396874	1397782	+	DBOHML_01444	370.0	5.6e-127	0.937	0.863	0.657	UniRef:UniRef50_A0A376L5W1
contig_1	cds	1397794	1398807	+	DBOHML_01445	650.0	2.7e-239	1.0	1.0	0.997	BlastRules:WP_000110948
contig_1	cds	1398804	1399808	+	DBOHML_01446	668.0	2.9e-246	1.0	1.0	0.997	BlastRules:WP_000994906
contig_1	cds	1399861	1400190	-	DBOHML_01447	182.0	1.0e-59	0.862	1.0	0.989	UniRef:UniRef50_A0A377K9M0
contig_1	cds	1400225	1401685	-	DBOHML_01448	929.0	0.0	1.0	1.0	0.944	BlastRules:WP_000206886
contig_1	cds	1402056	1403309	-	DBOHML_01449	777.0	9.0e-284	0.998	0.902	0.990	UniRef:UniRef50_P31069
contig_1	cds	1403610	1403906	-	DBOHML_01450	100.0	4.3e-27	0.990	0.990	0.536	UniRef:UniRef50_H2IX29
contig_1	cds	1404130	1404849	+	DBOHML_01451	340.0	5.9e-117	1.197	1.0	0.797	UniRef:UniRef50_P02929
contig_1	cds	1404889	1405287	-	DBOHML_01452	212.0	7.5e-71	0.826	1.0	0.972	UniRef:UniRef50_A0A8S0FVY3
contig_1	cds	1405392	1405931	-	DBOHML_01453	199.0	1.2e-63	0.994	0.856	0.567	UniRef:UniRef50_Q9KRE2
contig_1	cds	1405961	1406704	-	DBOHML_01454	353.0	3.1e-122	1.0	0.915	0.769	UniRef:UniRef50_P21365
contig_1	cds	1407061	1407699	+	DBOHML_01455	229.0	1.1e-74	1.009	1.0	0.547	UniRef:UniRef50_A0A510ID39
contig_1	cds	1407745	1408875	-	DBOHML_01456	736.0	1.7e-268	0.992	0.827	0.957	UniRef:UniRef50_A0A7R7HKZ0
contig_1	cds	1409166	1411637	-	DBOHML_01457	1432.0	0.0	1.009	1.0	0.896	UniRef:UniRef50_A0A485JGE9
contig_1	cds	1411730	1411921	-	DBOHML_01458	97.4	5.1e-27	1.0	0.940	0.698	UniRef:UniRef50_B1LPX2
contig_1	cds	1411918	1412106	-	DBOHML_01459	72.8	2.7e-17	0.871	0.831	0.667	UniRef:UniRef50_A0A2Y8KMD0
contig_1	ncRNA	1412281	1412332	-	DBOHML_01460	76.8	4.8e-14	-	-	-	RFAM:RF00039
contig_1	cds	1412668	1412943	+	DBOHML_01461	-	-	-	-	-	-
contig_1	cds	1412921	1413241	-	DBOHML_01462	186.0	6.3e-61	1.009	0.973	0.888	UniRef:UniRef50_A0A616MFR6
contig_1	cds	1413253	1413486	-	DBOHML_01463	-	-	-	-	-	-
contig_1	cds	1413724	1414200	-	DBOHML_01464	184.0	1.1e-58	1.025	1.0	0.549	UniRef:UniRef50_P76062
contig_1	cds	1414325	1414648	+	DBOHML_01465	171.0	9.6e-55	0.991	0.922	0.792	UniRef:UniRef50_P76063
contig_1	cds	1414632	1415057	+	DBOHML_01466	248.0	4.6e-84	1.0	0.855	0.837	UniRef:UniRef50_A0A2J1C6M2
contig_1	cds	1415080	1416012	+	DBOHML_01467	416.0	5.8e-146	0.842	1.0	0.816	UniRef:UniRef50_A0A3P6KJH3
contig_1	cds	1416019	1416765	+	DBOHML_01468	488.0	5.6e-176	0.996	0.984	0.992	UniRef:UniRef50_A0A061YIZ0
contig_1	cds	1416787	1417557	+	DBOHML_01469	444.0	1.3e-157	1.195	1.0	0.807	UniRef:UniRef50_A0A0E0XZ82
contig_1	cds	1417573	1417998	+	DBOHML_01470	244.0	7.9e-83	0.950	0.859	0.925	UniRef:UniRef50_W1WVB3
contig_1	cds	1418173	1418838	+	DBOHML_01471	321.0	4.3e-110	0.982	0.813	0.668	UniRef:UniRef50_A6VMT6
contig_1	ncRNA	1418906	1419081	+	DBOHML_01472	120.5	7.0e-20	-	-	-	RFAM:RF01794
contig_1	cds	1419019	1419231	+	DBOHML_01473	70.9	2.6e-16	0.943	0.917	0.636	UniRef:UniRef50_A0A329VQN4
contig_1	cds	1419673	1420728	+	DBOHML_01474	655.0	2.1e-238	1.003	1.0	0.918	UniRef:UniRef50_A0A403M9Q0
contig_1	cds	1420729	1421094	+	DBOHML_01475	216.0	1.7e-72	0.975	0.944	0.915	UniRef:UniRef50_A0A376ZF46
contig_1	cds	1421091	1421780	+	DBOHML_01476	335.0	1.4e-115	1.170	1.0	0.649	UniRef:UniRef50_A0A377ZPB5
contig_1	cds	1421995	1422192	+	DBOHML_01477	77.4	4.5e-19	0.969	0.969	0.619	UniRef:UniRef50_A0A0J8YBK1
contig_1	cds	1422343	1423392	+	DBOHML_01478	672.0	8.3e-245	0.980	0.875	0.950	UniRef:UniRef50_A0A0A0H3S3
contig_1	tRNA	1423442	1423517	+	DBOHML_01479	80.5	-	-	-	-	-
contig_1	tRNA	1423525	1423601	+	DBOHML_01480	42.3	-	-	-	-	-
contig_1	tRNA	1423615	1423691	+	DBOHML_01481	81.3	-	-	-	-	-
contig_1	ncRNA	1423766	1423956	+	DBOHML_01482	136.0	4.9e-23	-	-	-	RFAM:RF02076
contig_1	ncRNA	1424234	1424443	+	DBOHML_01483	165.5	3.3e-28	-	-	-	RFAM:RF02076
contig_1	cds	1424666	1426519	+	DBOHML_01484	1189.0	0.0	1.008	1.003	0.950	UniRef:UniRef50_A0AAX2KCH6
contig_1	cds	1426670	1426885	+	DBOHML_01485	126.0	3.2e-38	1.0	0.816	0.845	UniRef:UniRef50_Q32F12
contig_1	cds	1426890	1427234	+	DBOHML_01486	210.0	2.7e-70	1.0	0.974	0.921	UniRef:UniRef50_S1Q1Y5
contig_1	cds	1427200	1427472	-	DBOHML_01487	98.2	1.7e-26	0.856	0.802	0.649	UniRef:UniRef50_A0A7L7EMI4
